relative_path,in_filesystem_residual,in_final_tree_residual,in_plan_pending,entry_kind,depth,files,bytes,plan_destination,plan_category,plan_license_risk,final_tree_classification,prior_ledger,registry_keys,reconciliation_class,reason
data/pallet/_stress_read.log,True,True,True,file,1,1,763,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/_stress_read.py,True,True,True,file,1,1,1447,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_ONE_OFF_SCRIPT,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/_tmp_ph,True,True,False,dir,1,6,172936,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_trunc_addon_v1_10m_example,True,True,False,dir,1,3,474429,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_trunc_addon_v1_far_example,True,True,False,dir,1,4,1382207,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_b3_check,True,True,False,dir,1,36,8145589,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_calib_200,True,True,False,dir,1,1011,140986989,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_g5_reverify,True,True,False,dir,1,66,13346911,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_pilot_2k,True,True,False,dir,1,12147,2495296046,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_publicmask_overlay_smoke8,True,True,False,dir,1,96,19802025,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_scene_logic_500_seed7500,True,True,False,dir,1,4995,1698833273,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_scene_logic_probe_seed7500_f18_r19_log.console.txt,True,True,False,file,1,1,61048,,,,RESIDUAL_LOG,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_scene_logic_probe_seed7500_idx02_prealign_r01.log,True,True,False,file,1,1,43564,,,,RESIDUAL_LOG,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_scene_logic_smoke20_seed7500_r40.log,True,True,False,file,1,1,70874,,,,RESIDUAL_LOG,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_scene_logic_smoke20_seed7500_r7_blender.log,True,True,False,file,1,1,206202,,,,RESIDUAL_LOG,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_v2_smoke50_9d,True,True,False,dir,1,616,182120280,,,,RESIDUAL_DIAGNOSTIC_RUN,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/_wood_closeup.log,True,True,True,file,1,1,2387,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/README.md,False,True,False,file,3,1,5289,,,,RESIDUAL_FILE,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/_addon_pilot,True,True,True,dir,2,81,20886859,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_addon_pilot2,True,True,True,dir,2,33,8488781,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_addon_pilot3,True,True,True,dir,2,17,4033900,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_addon_pilot4,True,True,True,dir,2,50,13366774,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_cam_test10,True,True,True,dir,2,42,17418114,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_cam_test10b,True,True,True,dir,2,41,15745613,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_diag_pallet3,True,True,True,dir,2,26,5862609,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_efront_12kp_check,True,True,True,dir,2,107,44909247,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_emptywood_test,True,True,True,dir,2,48,14951374,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_applied14,True,True,True,dir,2,16,8575358,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_compare,True,True,True,dir,2,20,10247704,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_emit,True,True,True,dir,2,6,1539034,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_fix_test,True,True,True,dir,2,7,6180215,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_smoke10,True,True,True,dir,2,33,9620190,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_test10,True,True,True,dir,2,31,11968317,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_test10b,True,True,True,dir,2,33,16487621,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_test10b_std,True,True,True,dir,2,32,13123779,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_floor_uv_test,True,True,True,dir,2,17,16625340,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mask_poc,True,True,True,dir,2,1,66471,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mask_test10,True,True,True,dir,2,43,12354122,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10,True,True,True,dir,2,41,15915563,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10b,True,True,True,dir,2,51,22847925,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10c,True,True,True,dir,2,44,19425013,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10d,True,True,True,dir,2,41,17311918,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10d_scene3,True,True,True,dir,2,25,9942873,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mat_test10e,True,True,True,dir,2,45,19972697,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_material_compare,True,True,True,dir,2,44,20303689,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_mesh_proc_compare,True,True,True,dir,2,10,4316539,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_noai_quarantine_usd,True,False,True,dir,2,3,738082,data/pallet/(이동 금지 — 현 위치가 라이선스 근거),LEGACY_ASSET,LOW,,,,INTENTIONAL_QUARANTINE,plan 이 이동 금지로 명시: data/pallet/(이동 금지 — 현 위치가 라이선스 근거)
data/pallet/archive/_pallet_catalog_0123,True,True,True,dir,2,6,3936989,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_perm_v4_fix_check,True,True,True,dir,2,3,1566324,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_preview10,True,True,True,dir,2,43,16057584,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_procedural_textures,True,True,True,dir,2,22,11317364,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_test_topview,True,True,True,dir,2,98,38020066,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/_wood_skin_compare,True,True,True,dir,2,50,28426531,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DIAGNOSTIC_RUN,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/legacy_datasets/noai_baked,False,True,False,dir,4,129746,40324862730,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/legacy_datasets/partial,False,True,False,dir,4,241,65085895,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/legacy_datasets/redistributable,False,True,False,dir,4,193564,46837828689,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/legacy_scenes/blender_backups,False,True,False,dir,4,4,895335741,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/legacy_scenes/snapshots,False,True,False,dir,4,7,1643437727,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/packages/background_sources,False,True,False,dir,4,3,157408367,,,,RESIDUAL_DATASET_DIR,,background_package_archive,REGISTRY_OWNED_KEEP,registry key background_package_archive 가 가리킨다
data/pallet/archive/packages/dataset_bundles,False,True,False,dir,4,14,80761480127,,,,RESIDUAL_DATASET_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/archive/rotation_debug,True,True,True,dir,2,4,1550217,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/runtime_pallet_debug,True,True,True,dir,2,4,1819819,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_blender_v1,True,True,True,dir,2,63,14124145,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v10,True,True,True,dir,2,30,9258721,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v11,True,True,True,dir,2,30,9646016,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v12,True,True,True,dir,2,30,9680287,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v13,True,True,True,dir,2,30,9562151,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v14,True,True,True,dir,2,30,9655600,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v15,True,True,True,dir,2,30,9567223,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v16,True,True,True,dir,2,30,9376375,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v17,True,True,True,dir,2,30,9581741,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v18,True,True,True,dir,2,30,9416465,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v19,True,True,True,dir,2,30,9775801,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v2,True,True,True,dir,2,20,4526604,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v20,True,True,True,dir,2,30,9449852,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v21,True,True,True,dir,2,30,9708826,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v22,True,True,True,dir,2,30,9501126,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v23,True,True,True,dir,2,30,9559885,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v24,True,True,True,dir,2,30,9340760,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v25,True,True,True,dir,2,30,9484742,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v26,True,True,True,dir,2,30,9421985,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v27,True,True,True,dir,2,30,9357288,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v28,True,True,True,dir,2,30,9383844,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v29,True,True,True,dir,2,30,9553232,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v3,True,True,True,dir,2,20,4546354,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v30,True,True,True,dir,2,30,9682929,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
