idx,frame_id,diagnostic_mode,stage,path,present,decode_ok,decode_error,sha256,content_sha256,width,height,area,all_black,rgb_sha256,within_frame_duplicate_group,cross_frame_duplicate_frame_count,cross_frame_duplicate_class
5,f0005,clean-static,m3,mask\f0005_m3.png,True,True,,dd4394eedc7501648cbc9288d2ebc54455455ee5a2e1572a9703df753a7062cb,0f7fbba966fa649a98bde6d614d13b5fe3dccc364fadc6ebf2c965352cd5e887,640,480,5417,False,1371bfbbf35a3bc566e5b2cb7edec27289c1adae7fec3f67c99ceeaa1b1c0e14,m0+m1+m2+m3+m4 [expected_no_op],,
5,f0005,clean-static,m4,mask\f0005_m4.png,True,True,,3c277191005d03efd83e3383342ff0461d215cec911d57608836e0df80659a7a,0f7fbba966fa649a98bde6d614d13b5fe3dccc364fadc6ebf2c965352cd5e887,640,480,5417,False,1371bfbbf35a3bc566e5b2cb7edec27289c1adae7fec3f67c99ceeaa1b1c0e14,m0+m1+m2+m3+m4 [expected_no_op],,
6,f0006,clean-static,m0,mask\f0006_m0.png,True,True,,3c97933d159af991c4081ed776d60c4db7d2ed80240b1e00a7f9d89ae968a843,36af3c68cc8cedbb2d9d45bd636d16a014a17424a460a56da808deb4db07b998,560,560,34215,False,a6f8752a414d66ea74ca590c354b65a17bcce3f3e3b8cdce3ba7b745b4a41b5e,m0+m1+m2+m3+m4 [expected_no_op],,
6,f0006,clean-static,m1,mask\f0006_m1.png,True,True,,e6e931822754bcc8c525dd40ac1892405426c4ab58578ff6c49133aa26303374,36af3c68cc8cedbb2d9d45bd636d16a014a17424a460a56da808deb4db07b998,560,560,34215,False,a6f8752a414d66ea74ca590c354b65a17bcce3f3e3b8cdce3ba7b745b4a41b5e,m0+m1+m2+m3+m4 [expected_no_op],,
6,f0006,clean-static,m2,mask\f0006_m2.png,True,True,,88bef32468e7767a5740fb70a9f790889ed5dd31689acfcd1e517f9b5cb46b89,36af3c68cc8cedbb2d9d45bd636d16a014a17424a460a56da808deb4db07b998,560,560,34215,False,a6f8752a414d66ea74ca590c354b65a17bcce3f3e3b8cdce3ba7b745b4a41b5e,m0+m1+m2+m3+m4 [expected_no_op],,
6,f0006,clean-static,m3,mask\f0006_m3.png,True,True,,f71dac1d32c20a00d58c3180c905c7ca07b3c538687c578d99e39b23e35c9673,36af3c68cc8cedbb2d9d45bd636d16a014a17424a460a56da808deb4db07b998,560,560,34215,False,a6f8752a414d66ea74ca590c354b65a17bcce3f3e3b8cdce3ba7b745b4a41b5e,m0+m1+m2+m3+m4 [expected_no_op],,
6,f0006,clean-static,m4,mask\f0006_m4.png,True,True,,3a2780c24572e5ebbe881dbeb597368d752c81be42fa3455bf9f6145b661160a,36af3c68cc8cedbb2d9d45bd636d16a014a17424a460a56da808deb4db07b998,560,560,34215,False,a6f8752a414d66ea74ca590c354b65a17bcce3f3e3b8cdce3ba7b745b4a41b5e,m0+m1+m2+m3+m4 [expected_no_op],,
7,f0007,clean-static,m0,mask\f0007_m0.png,True,True,,e9a14011f9ec04dcbfdfc1b7728e91919590650aaccfaeb3a98bf580e2b9155c,6c92c68c971a029815f98b96321c7b1269851091678c08bc33243f9eb8ee03ac,640,480,148490,False,611d915f0d7277d71aa47430184ef128d8ffd4a863023a9c87e3873bd8f665da,m0+m1+m2+m3+m4 [expected_no_op],,
7,f0007,clean-static,m1,mask\f0007_m1.png,True,True,,66a17fc9ec29e72d3057c9907fc6851ba9255ee66b2b1f52a5af9c301c238eca,6c92c68c971a029815f98b96321c7b1269851091678c08bc33243f9eb8ee03ac,640,480,148490,False,611d915f0d7277d71aa47430184ef128d8ffd4a863023a9c87e3873bd8f665da,m0+m1+m2+m3+m4 [expected_no_op],,
7,f0007,clean-static,m2,mask\f0007_m2.png,True,True,,8bb8ae94335e4166f2ee9d5d61a907b2838b2eb68128bdf9f7e8c1d72e3498fb,6c92c68c971a029815f98b96321c7b1269851091678c08bc33243f9eb8ee03ac,640,480,148490,False,611d915f0d7277d71aa47430184ef128d8ffd4a863023a9c87e3873bd8f665da,m0+m1+m2+m3+m4 [expected_no_op],,
7,f0007,clean-static,m3,mask\f0007_m3.png,True,True,,111c15ca5643138e6f7efc265ed44e4ab293a369548c2047108159f6db275b3d,6c92c68c971a029815f98b96321c7b1269851091678c08bc33243f9eb8ee03ac,640,480,148490,False,611d915f0d7277d71aa47430184ef128d8ffd4a863023a9c87e3873bd8f665da,m0+m1+m2+m3+m4 [expected_no_op],,
7,f0007,clean-static,m4,mask\f0007_m4.png,True,True,,392536eece8ef946fd464dd32af64488887c83fdfe25b4c8e1618758f3abbaf8,6c92c68c971a029815f98b96321c7b1269851091678c08bc33243f9eb8ee03ac,640,480,148490,False,611d915f0d7277d71aa47430184ef128d8ffd4a863023a9c87e3873bd8f665da,m0+m1+m2+m3+m4 [expected_no_op],,
8,f0008,clean-static,m0,mask\f0008_m0.png,True,True,,efa7a7cb93c26013174f93c6581046de22a7689e3e38161f4350f6c94dfa335e,a3b563853335fa9894ee482bc71117663bdeab1d79e6b3ef1c39172da94fef3a,640,480,550,False,833f26b853f0d161b175c0a66f5f1f9d814bdda0abd81fbeca0165ee5427d78e,m0+m1+m2+m3+m4 [expected_no_op],,
8,f0008,clean-static,m1,mask\f0008_m1.png,True,True,,7b9c5c09064f321ff2a9cb9ed9d7a7dc25c323118a3ad3b92ea1e67fda019abb,a3b563853335fa9894ee482bc71117663bdeab1d79e6b3ef1c39172da94fef3a,640,480,550,False,833f26b853f0d161b175c0a66f5f1f9d814bdda0abd81fbeca0165ee5427d78e,m0+m1+m2+m3+m4 [expected_no_op],,
8,f0008,clean-static,m2,mask\f0008_m2.png,True,True,,a1826951fbe6eb6be8224665457cd1502254f8b596113e48e327a64d3e7281c6,a3b563853335fa9894ee482bc71117663bdeab1d79e6b3ef1c39172da94fef3a,640,480,550,False,833f26b853f0d161b175c0a66f5f1f9d814bdda0abd81fbeca0165ee5427d78e,m0+m1+m2+m3+m4 [expected_no_op],,
8,f0008,clean-static,m3,mask\f0008_m3.png,True,True,,829b5a0f1d06905d19aef1fcdfef3e43752f0b62d3a78bd4a5ce87c71b93acd6,a3b563853335fa9894ee482bc71117663bdeab1d79e6b3ef1c39172da94fef3a,640,480,550,False,833f26b853f0d161b175c0a66f5f1f9d814bdda0abd81fbeca0165ee5427d78e,m0+m1+m2+m3+m4 [expected_no_op],,
8,f0008,clean-static,m4,mask\f0008_m4.png,True,True,,afec8f428d23ba05f6f753308e87124b52f0fe23c654eb3d8ae4f5239ba05311,a3b563853335fa9894ee482bc71117663bdeab1d79e6b3ef1c39172da94fef3a,640,480,550,False,833f26b853f0d161b175c0a66f5f1f9d814bdda0abd81fbeca0165ee5427d78e,m0+m1+m2+m3+m4 [expected_no_op],,
9,f0009,clean-static,m0,mask\f0009_m0.png,True,True,,da02a29f5b7a013951a5794d794e51faf7998d85a8664b80aafec53577bec466,e8f55dfb17dfa179c706cd482a400eed440f63d12fbcb62f822eba37b2525a2b,720,480,19278,False,00016a3bf337c1998796bb14db9d959fdc80dd7cbdf272ab73535615a427ed8a,m0+m1+m2+m3+m4 [expected_no_op],,
9,f0009,clean-static,m1,mask\f0009_m1.png,True,True,,6fea8649a57b4623294422fb8b040b1fa4ccee63c85257f09f26b7d9d26069cd,e8f55dfb17dfa179c706cd482a400eed440f63d12fbcb62f822eba37b2525a2b,720,480,19278,False,00016a3bf337c1998796bb14db9d959fdc80dd7cbdf272ab73535615a427ed8a,m0+m1+m2+m3+m4 [expected_no_op],,
9,f0009,clean-static,m2,mask\f0009_m2.png,True,True,,6506fee3cc1b3c8d6b33f9e850d36490a462c2a757370d95a908291d1f288642,e8f55dfb17dfa179c706cd482a400eed440f63d12fbcb62f822eba37b2525a2b,720,480,19278,False,00016a3bf337c1998796bb14db9d959fdc80dd7cbdf272ab73535615a427ed8a,m0+m1+m2+m3+m4 [expected_no_op],,
9,f0009,clean-static,m3,mask\f0009_m3.png,True,True,,6506fee3cc1b3c8d6b33f9e850d36490a462c2a757370d95a908291d1f288642,e8f55dfb17dfa179c706cd482a400eed440f63d12fbcb62f822eba37b2525a2b,720,480,19278,False,00016a3bf337c1998796bb14db9d959fdc80dd7cbdf272ab73535615a427ed8a,m0+m1+m2+m3+m4 [expected_no_op],,
9,f0009,clean-static,m4,mask\f0009_m4.png,True,True,,6506fee3cc1b3c8d6b33f9e850d36490a462c2a757370d95a908291d1f288642,e8f55dfb17dfa179c706cd482a400eed440f63d12fbcb62f822eba37b2525a2b,720,480,19278,False,00016a3bf337c1998796bb14db9d959fdc80dd7cbdf272ab73535615a427ed8a,m0+m1+m2+m3+m4 [expected_no_op],,
10,f0010,cargo-only,m0,mask\f0010_m0.png,True,True,,5e9830256b593ff737059b9e091c43a56ec66d9802a4c4590c0cba265595afd1,09920b0b9b1821e38c037cdd23f8582f75eacd5b78e427f686e375560bab1651,640,480,9806,False,73f95c8a52e90d4611dd2b7f781006f8d947407bdf0cadc12a189fb137f6e0fa,m0+m1 [expected_no_op],,
10,f0010,cargo-only,m1,mask\f0010_m1.png,True,True,,3426f0399f3afb221b201c208a3c6588ba6a5fa867d710cc512f7b79358b9c0c,09920b0b9b1821e38c037cdd23f8582f75eacd5b78e427f686e375560bab1651,640,480,9806,False,73f95c8a52e90d4611dd2b7f781006f8d947407bdf0cadc12a189fb137f6e0fa,m0+m1 [expected_no_op],,
10,f0010,cargo-only,m2,mask\f0010_m2.png,True,True,,85a45936f9f0876c79b0712b28416465a620713837bb794bfbc646758a4cdd00,ac633adef224efb43f906e79712137937aef04a5f60c2ab8ed7b23b545b1481b,640,480,7646,False,73f95c8a52e90d4611dd2b7f781006f8d947407bdf0cadc12a189fb137f6e0fa,m2+m3+m4 [expected_no_op],,
10,f0010,cargo-only,m3,mask\f0010_m3.png,True,True,,85a45936f9f0876c79b0712b28416465a620713837bb794bfbc646758a4cdd00,ac633adef224efb43f906e79712137937aef04a5f60c2ab8ed7b23b545b1481b,640,480,7646,False,73f95c8a52e90d4611dd2b7f781006f8d947407bdf0cadc12a189fb137f6e0fa,m2+m3+m4 [expected_no_op],,
10,f0010,cargo-only,m4,mask\f0010_m4.png,True,True,,1cb51ede538ec7bf7d1c06c49096d4b83ba173bd3da615ca79d4563a9f289a2f,ac633adef224efb43f906e79712137937aef04a5f60c2ab8ed7b23b545b1481b,640,480,7646,False,73f95c8a52e90d4611dd2b7f781006f8d947407bdf0cadc12a189fb137f6e0fa,m2+m3+m4 [expected_no_op],,
11,f0011,cargo-only,m0,mask\f0011_m0.png,True,True,,b06400d5230d61b7645c746ed7339631df84e0050c2db78dcc3b2031be41b3f2,a855e3a1ffdfe0dc26dfde2d277152f930d65d2e1d463aeb94f8b122f63c6c5c,960,540,4356,False,1a18a230d70ba461b8e9608e7d2fb2ae3b63221f97fa42ccea57e91c1c339def,m0+m1 [expected_no_op],,
11,f0011,cargo-only,m1,mask\f0011_m1.png,True,True,,5f1b55c7452adabd7c8a1d75f5b2ba8609ac52b7e5acb91d7e5e32c9c91a459d,a855e3a1ffdfe0dc26dfde2d277152f930d65d2e1d463aeb94f8b122f63c6c5c,960,540,4356,False,1a18a230d70ba461b8e9608e7d2fb2ae3b63221f97fa42ccea57e91c1c339def,m0+m1 [expected_no_op],,
11,f0011,cargo-only,m2,mask\f0011_m2.png,True,True,,19d7c2f523b3c722e23efaf7f7756dc442f2a88e10b6b8db105723eb3ce78036,ecd0f7798089831bcb8f4601761f42f5ef120cd7fcc6f6f6bc56739f62b68981,960,540,3615,False,1a18a230d70ba461b8e9608e7d2fb2ae3b63221f97fa42ccea57e91c1c339def,m2+m3+m4 [expected_no_op],,
11,f0011,cargo-only,m3,mask\f0011_m3.png,True,True,,3f2ac109aa948777f6088d79fd60d2e2e499b981eeecfab8c4cee5b0b4568996,ecd0f7798089831bcb8f4601761f42f5ef120cd7fcc6f6f6bc56739f62b68981,960,540,3615,False,1a18a230d70ba461b8e9608e7d2fb2ae3b63221f97fa42ccea57e91c1c339def,m2+m3+m4 [expected_no_op],,
11,f0011,cargo-only,m4,mask\f0011_m4.png,True,True,,1c4b2290e4f432be426e1c09e1aa87fe6ca599892f9d5e69e1d4089dfb3a9093,ecd0f7798089831bcb8f4601761f42f5ef120cd7fcc6f6f6bc56739f62b68981,960,540,3615,False,1a18a230d70ba461b8e9608e7d2fb2ae3b63221f97fa42ccea57e91c1c339def,m2+m3+m4 [expected_no_op],,
12,f0012,cargo-only,m0,mask\f0012_m0.png,True,True,,20814a7e010caabdd1cbe2d15606030fc55c994909a2b609e18dbb7d8bb22f97,22fb66a98da1bcb1444a6d9bef73bcbc3edd7c187084d7043430c6d56056c5fa,640,480,1583,False,6146e853f6ef8716c4bdeb088bc5ccee569bcad8c89a286b4a2fa3dd48115a71,m0+m1+m2+m3+m4 [expected_no_op],,
12,f0012,cargo-only,m1,mask\f0012_m1.png,True,True,,11aa1e536229d973cdab5b92d76c1bc4ce84a03955c4e852a642bce10c89ceef,22fb66a98da1bcb1444a6d9bef73bcbc3edd7c187084d7043430c6d56056c5fa,640,480,1583,False,6146e853f6ef8716c4bdeb088bc5ccee569bcad8c89a286b4a2fa3dd48115a71,m0+m1+m2+m3+m4 [expected_no_op],,
12,f0012,cargo-only,m2,mask\f0012_m2.png,True,True,,c39928db21cad51f539ab53651fbe7e6dd65c16137afe01ea73fbe6c96582245,22fb66a98da1bcb1444a6d9bef73bcbc3edd7c187084d7043430c6d56056c5fa,640,480,1583,False,6146e853f6ef8716c4bdeb088bc5ccee569bcad8c89a286b4a2fa3dd48115a71,m0+m1+m2+m3+m4 [expected_no_op],,
12,f0012,cargo-only,m3,mask\f0012_m3.png,True,True,,f192c3193a4a223de2b32e2e43195b9032b4d489136e172d2dcb9ef31d893bc5,22fb66a98da1bcb1444a6d9bef73bcbc3edd7c187084d7043430c6d56056c5fa,640,480,1583,False,6146e853f6ef8716c4bdeb088bc5ccee569bcad8c89a286b4a2fa3dd48115a71,m0+m1+m2+m3+m4 [expected_no_op],,
12,f0012,cargo-only,m4,mask\f0012_m4.png,True,True,,2b8b9dd83ed00009931b5784af57e7a44a06bf1ef6fa4c3ac7b923a8fd0f3156,22fb66a98da1bcb1444a6d9bef73bcbc3edd7c187084d7043430c6d56056c5fa,640,480,1583,False,6146e853f6ef8716c4bdeb088bc5ccee569bcad8c89a286b4a2fa3dd48115a71,m0+m1+m2+m3+m4 [expected_no_op],,
13,f0013,cargo-only,m0,mask\f0013_m0.png,True,True,,ef945a674e8efa7192880dec312f554e938eb53cd5543bb6ec40b23d1d684296,fcf552b4b4018fc002324288856008ce03aed86bd9c99d9c0aef613d8a8883f2,720,480,27903,False,e482a0e842c2e5d429d7e181b812e5edf5dbcfcbeffdb666ffa4899e2af5672c,m0+m1 [expected_no_op],,
13,f0013,cargo-only,m1,mask\f0013_m1.png,True,True,,4ef72376a1b73e6c3f847af4a5e3a9c27dc82b41043c3ce2f8710c4588ba8c93,fcf552b4b4018fc002324288856008ce03aed86bd9c99d9c0aef613d8a8883f2,720,480,27903,False,e482a0e842c2e5d429d7e181b812e5edf5dbcfcbeffdb666ffa4899e2af5672c,m0+m1 [expected_no_op],,
13,f0013,cargo-only,m2,mask\f0013_m2.png,True,True,,d0eab420087962eedee5be40576905c187f1e3803292b7f006c515ba9e713e57,19d3ee9696cfe62bd0dc5be7b3176142adfb5a29d5ee8a424ca46c377940f19f,720,480,25745,False,e482a0e842c2e5d429d7e181b812e5edf5dbcfcbeffdb666ffa4899e2af5672c,m2+m3+m4 [expected_no_op],,
13,f0013,cargo-only,m3,mask\f0013_m3.png,True,True,,c7050bedfcd2b5f0589402b7c40a098853f6c9928f098a74761cde0c853c326a,19d3ee9696cfe62bd0dc5be7b3176142adfb5a29d5ee8a424ca46c377940f19f,720,480,25745,False,e482a0e842c2e5d429d7e181b812e5edf5dbcfcbeffdb666ffa4899e2af5672c,m2+m3+m4 [expected_no_op],,
13,f0013,cargo-only,m4,mask\f0013_m4.png,True,True,,c265dda6477f72aed455ce185f90cf26853ced93b7c241df1a465e128f491f2b,19d3ee9696cfe62bd0dc5be7b3176142adfb5a29d5ee8a424ca46c377940f19f,720,480,25745,False,e482a0e842c2e5d429d7e181b812e5edf5dbcfcbeffdb666ffa4899e2af5672c,m2+m3+m4 [expected_no_op],,
14,f0014,cargo-only,m0,mask\f0014_m0.png,True,True,,6cd5bbc570fd72d5eef4722c2d8510b2b624cfc3c4a1e7e0461d0544875aae43,fb679f3bb28172448d8c1bcc0f6c28f631533ae77205d78aa308dd64c6a818d6,640,480,73560,False,5117a99218dd086a346f15434df53be2b8e1d05237b9493dc310422b7be14fbd,m0+m1 [expected_no_op],,
