move_id,cohort,source,destination,entry_kind,classification,evidence,confidence,file_count,total_bytes,full_hash_required,estimated_hash_read_bytes,code_reference_count,test_reference_count,license_status,duplicate_evidence_level,rollback_source,rollback_destination,status,blocker
D1-011,D1A_PACKAGES,data/pallet/train_palletobj_v2 (2).zip,data/pallet/archive/packages/dataset_bundles/train_palletobj_v2 (2).zip,file,PACKAGE_STRUCTURAL_MATCH 또는 PACKAGE_BUNDLE,"central directory 서명 확보. 추출본과 path+size 일치(LEVEL 3), CRC 미확정",MED,1,8321314846,no (이동 트랜잭션이 hash-mode all 로 SHA256 대조),16642629692,0,0,dataset 라이선스 상속 (NoAI 여부는 dataset 판정 참조),LEVEL 3 STRUCTURAL_MATCH (LEVEL4 CRC 미실시),data/pallet/archive/packages/dataset_bundles/train_palletobj_v2 (2).zip,data/pallet/train_palletobj_v2 (2).zip,SAFE_MOVE_CANDIDATE,
D1-012,D1A_PACKAGES,data/pallet/train_palletobj_v2.zip,data/pallet/archive/packages/dataset_bundles/train_palletobj_v2.zip,file,PACKAGE_STRUCTURAL_MATCH 또는 PACKAGE_BUNDLE,"central directory 서명 확보. 추출본과 path+size 일치(LEVEL 3), CRC 미확정",MED,1,8346416419,no (이동 트랜잭션이 hash-mode all 로 SHA256 대조),16692832838,0,0,dataset 라이선스 상속 (NoAI 여부는 dataset 판정 참조),LEVEL 3 STRUCTURAL_MATCH (LEVEL4 CRC 미실시),data/pallet/archive/packages/dataset_bundles/train_palletobj_v2.zip,data/pallet/train_palletobj_v2.zip,SAFE_MOVE_CANDIDATE,
D1-013,D1A_PACKAGES,data/pallet/train_palletobj_v3.zip,data/pallet/archive/packages/dataset_bundles/train_palletobj_v3.zip,file,PACKAGE_STRUCTURAL_MATCH 또는 PACKAGE_BUNDLE,"central directory 서명 확보. 추출본과 path+size 일치(LEVEL 3), CRC 미확정",MED,1,10449502513,no (이동 트랜잭션이 hash-mode all 로 SHA256 대조),20899005026,0,0,dataset 라이선스 상속 (NoAI 여부는 dataset 판정 참조),LEVEL 3 STRUCTURAL_MATCH (LEVEL4 CRC 미실시),data/pallet/archive/packages/dataset_bundles/train_palletobj_v3.zip,data/pallet/train_palletobj_v3.zip,SAFE_MOVE_CANDIDATE,
D1-014,D1A_PACKAGES,data/pallet/trunc_addon_v1.zip,data/pallet/archive/packages/dataset_bundles/trunc_addon_v1.zip,file,PACKAGE_STRUCTURAL_MATCH 또는 PACKAGE_BUNDLE,"central directory 서명 확보. 추출본과 path+size 일치(LEVEL 3), CRC 미확정",MED,1,5435835407,no (이동 트랜잭션이 hash-mode all 로 SHA256 대조),10871670814,0,0,dataset 라이선스 상속 (NoAI 여부는 dataset 판정 참조),LEVEL 3 STRUCTURAL_MATCH (LEVEL4 CRC 미실시),data/pallet/archive/packages/dataset_bundles/trunc_addon_v1.zip,data/pallet/trunc_addon_v1.zip,SAFE_MOVE_CANDIDATE,
D1-015,D1B_CORRUPT,data/pallet/train_palletobj_v1.zip,data/pallet/archive/packages/corrupt/train_palletobj_v1.zip,file,CORRUPT_PACKAGE,"EOCD 없음(truncated), 꼬리가 PNG IEND, zipfile BadZipFile",HIGH,1,4529431174,no,9058862348,0,0,dataset 라이선스 상속,비교 불가 (central directory 없음),data/pallet/archive/packages/corrupt/train_palletobj_v1.zip,data/pallet/train_palletobj_v1.zip,CORRUPT_ARCHIVE_CANDIDATE,삭제 금지 — 보존 이동만
D1-016,D1C_LEGACY_DATASETS,data/pallet/archive/train_palletobj_v3,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v3,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,40002,10682796255,yes (hash-mode all),21365592510,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v3,data/pallet/archive/train_palletobj_v3,SAFE_MOVE_CANDIDATE,
D1-017,D1C_LEGACY_DATASETS,data/pallet/archive/train_4pallet_mask_v1,data/pallet/archive/legacy_datasets/noai_baked/train_4pallet_mask_v1,directory,NOAI_BAKED_DATASET,_DISTRIBUTION_EXCLUDE 등록 + ledger,MED,40040,9845542580,yes (hash-mode all),19691085160,0,0,"공개 불가 (NoAI baked, ledger:25/70, _DISTRIBUTION_EXCLUDE 등록)",package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/noai_baked/train_4pallet_mask_v1,data/pallet/archive/train_4pallet_mask_v1,SAFE_MOVE_CANDIDATE,
D1-018,D1C_LEGACY_DATASETS,data/pallet/archive/train_palletobj_v2,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v2,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,30010,8341960347,yes (hash-mode all),16683920694,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v2,data/pallet/archive/train_palletobj_v2,SAFE_MOVE_CANDIDATE,
D1-019,D1C_LEGACY_DATASETS,data/pallet/archive/train_palletobj_v1,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v1,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,30012,8337383185,yes (hash-mode all),16674766370,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v1,data/pallet/archive/train_palletobj_v1,SAFE_MOVE_CANDIDATE,
D1-020,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4_split,data/pallet/archive/legacy_datasets/noai_baked/training_data_v4_split,directory,NOAI_BAKED_DATASET,_DISTRIBUTION_EXCLUDE 등록 + ledger,MED,15053,8321688089,yes (hash-mode all),16643376178,0,0,"공개 불가 (NoAI baked, ledger:25/70, _DISTRIBUTION_EXCLUDE 등록)",package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/noai_baked/training_data_v4_split,data/pallet/archive/training_data_v4_split,SAFE_MOVE_CANDIDATE,
D1-021,D1C_LEGACY_DATASETS,data/pallet/archive/training_data,data/pallet/archive/legacy_datasets/noai_baked/training_data,directory,NOAI_BAKED_DATASET,_DISTRIBUTION_EXCLUDE 등록 + ledger,MED,34704,6435540124,yes (hash-mode all),12871080248,0,0,"공개 불가 (NoAI baked, ledger:25/70, _DISTRIBUTION_EXCLUDE 등록)",package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/noai_baked/training_data,data/pallet/archive/training_data,SAFE_MOVE_CANDIDATE,
D1-022,D1C_LEGACY_DATASETS,data/pallet/archive/train_palletobj_addon_v1,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_addon_v1,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,24002,5752182582,yes (hash-mode all),11504365164,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_addon_v1,data/pallet/archive/train_palletobj_addon_v1,SAFE_MOVE_CANDIDATE,
D1-023,D1C_LEGACY_DATASETS,data/pallet/archive/trunc_addon_v1,data/pallet/archive/legacy_datasets/redistributable/trunc_addon_v1,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,24015,5546660278,yes (hash-mode all),11093320556,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/trunc_addon_v1,data/pallet/archive/trunc_addon_v1,SAFE_MOVE_CANDIDATE,
D1-024,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4_split_GREYBUG,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_split_GREYBUG,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,15051,5291018327,yes (hash-mode all),10582036654,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_split_GREYBUG,data/pallet/archive/training_data_v4_split_GREYBUG,SAFE_MOVE_CANDIDATE,
D1-025,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4_split_bg1bak,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_split_bg1bak,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,15056,5288678749,yes (hash-mode all),10577357498,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_split_bg1bak,data/pallet/archive/training_data_v4_split_bg1bak,SAFE_MOVE_CANDIDATE,
D1-026,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4_emptywood,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_emptywood,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,9031,4820265222,yes (hash-mode all),9640530444,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_emptywood,data/pallet/archive/training_data_v4_emptywood,SAFE_MOVE_CANDIDATE,
D1-027,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v69,data/pallet/archive/legacy_datasets/redistributable/test_blender_v69,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,12000,3662471008,yes (hash-mode all),7324942016,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v69,data/pallet/archive/test_blender_v69,SAFE_MOVE_CANDIDATE,
D1-028,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v64,data/pallet/archive/legacy_datasets/redistributable/test_blender_v64,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,6000,1786012650,yes (hash-mode all),3572025300,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v64,data/pallet/archive/test_blender_v64,SAFE_MOVE_CANDIDATE,
D1-029,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v70,data/pallet/archive/legacy_datasets/redistributable/test_blender_v70,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,3000,915545347,yes (hash-mode all),1831090694,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v70,data/pallet/archive/test_blender_v70,SAFE_MOVE_CANDIDATE,
D1-030,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v68,data/pallet/archive/legacy_datasets/redistributable/test_blender_v68,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,3000,909147448,yes (hash-mode all),1818294896,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v68,data/pallet/archive/test_blender_v68,SAFE_MOVE_CANDIDATE,
D1-031,D1C_LEGACY_DATASETS,data/pallet/archive/test_indoor_v1,data/pallet/archive/legacy_datasets/redistributable/test_indoor_v1,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,3000,588469993,yes (hash-mode all),1176939986,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_indoor_v1,data/pallet/archive/test_indoor_v1,SAFE_MOVE_CANDIDATE,
D1-032,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4_pilotA,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_pilotA,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,482,188826895,yes (hash-mode all),377653790,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/training_data_v4_pilotA,data/pallet/archive/training_data_v4_pilotA,SAFE_MOVE_CANDIDATE,
D1-033,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v67,data/pallet/archive/legacy_datasets/redistributable/test_blender_v67,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,501,150369725,yes (hash-mode all),300739450,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v67,data/pallet/archive/test_blender_v67,SAFE_MOVE_CANDIDATE,
D1-034,D1C_LEGACY_DATASETS,data/pallet/archive/training_data_v4,data/pallet/archive/legacy_datasets/noai_baked/training_data_v4,directory,NOAI_BAKED_DATASET,_DISTRIBUTION_EXCLUDE 등록 + ledger,MED,329,133302744,yes (hash-mode all),266605488,0,0,"공개 불가 (NoAI baked, ledger:25/70, _DISTRIBUTION_EXCLUDE 등록)",package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/noai_baked/training_data_v4,data/pallet/archive/training_data_v4,SAFE_MOVE_CANDIDATE,
D1-035,D1C_LEGACY_DATASETS,data/pallet/archive/test_blender_v65,data/pallet/archive/legacy_datasets/redistributable/test_blender_v65,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,300,86945235,yes (hash-mode all),173890470,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/test_blender_v65,data/pallet/archive/test_blender_v65,SAFE_MOVE_CANDIDATE,
D1-036,D1C_LEGACY_DATASETS,data/pallet/archive/train_palletobj_v3_post_v1,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v3_post_v1,directory,COMPLETE_LEGACY_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,17722,77884636,yes (hash-mode all),155769272,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/redistributable/train_palletobj_v3_post_v1,data/pallet/archive/train_palletobj_v3_post_v1,SAFE_MOVE_CANDIDATE,
D1-037,D1C_LEGACY_DATASETS,data/pallet/archive/_mask_test60,data/pallet/archive/legacy_datasets/partial/_mask_test60,directory,PARTIAL_DATASET,레이아웃 지문(image/json/mask/overlay/records),MED,241,65085895,yes (hash-mode all),130171790,0,0,미확정 — 개별 확인 필요,package 대응은 package_dataset_matches.csv 참조,data/pallet/archive/legacy_datasets/partial/_mask_test60,data/pallet/archive/_mask_test60,SAFE_MOVE_CANDIDATE,
D1-038,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/_sandbox_palletobj_production.blend,(이동 없음),file,ACTIVE_RUNTIME,registry key: experimental_scene,HIGH,1,157014946,no,0,0,0,derived,고유 SHA256,,,BLOCKED_ACTIVE,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-039,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/_sandbox_parking_lot_check.blend,data/pallet/archive/legacy_scenes/snapshots/_sandbox_parking_lot_check.blend,file,COLD_ARCHIVE,sandbox 실험 blend (registry 미참조),MED,1,137789005,no,275578010,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/snapshots/_sandbox_parking_lot_check.blend,data/pallet/assets/scenes/production/blender_scene/_sandbox_parking_lot_check.blend,SAFE_MOVE_CANDIDATE,
D1-040,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/_sandbox_parking_lot_check.blend1,data/pallet/archive/legacy_scenes/blender_backups/_sandbox_parking_lot_check.blend1,file,COLD_ARCHIVE,Blender 자동 백업 (.blend1). 참조 0 확인 필요,MED,1,137789046,no,275578092,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/blender_backups/_sandbox_parking_lot_check.blend1,data/pallet/assets/scenes/production/blender_scene/_sandbox_parking_lot_check.blend1,SAFE_MOVE_CANDIDATE,
D1-041,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.POSTBAKE_CLEAN_20260724_191902.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.POSTBAKE_CLEAN_20260724_191902.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,245967843,no,491935686,0,0,derived (blend 내부 baked 자산 상속),DUPLICATE_FILE_EXACT: assets/scenes/production/blender_scene/synth_data_scene.REBAKE_WIP.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.POSTBAKE_CLEAN_20260724_191902.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.POSTBAKE_CLEAN_20260724_191902.blend,SAFE_MOVE_CANDIDATE,
D1-042,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.PREBAKE_BACKUP_20260724_181050.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.PREBAKE_BACKUP_20260724_181050.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,245475973,no,490951946,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.PREBAKE_BACKUP_20260724_181050.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.PREBAKE_BACKUP_20260724_181050.blend,SAFE_MOVE_CANDIDATE,
D1-043,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.REBAKE_WIP.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.REBAKE_WIP.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,245967843,no,491935686,0,0,derived (blend 내부 baked 자산 상속),DUPLICATE_FILE_EXACT: assets/scenes/production/blender_scene/synth_data_scene.POSTBAKE_CLEAN_20260724_191902.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene.REBAKE_WIP.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.REBAKE_WIP.blend,SAFE_MOVE_CANDIDATE,
D1-044,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.REBAKE_WIP.blend1,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene.REBAKE_WIP.blend1,file,COLD_ARCHIVE,Blender 자동 백업 (.blend1). 참조 0 확인 필요,MED,1,246594559,no,493189118,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene.REBAKE_WIP.blend1,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.REBAKE_WIP.blend1,SAFE_MOVE_CANDIDATE,
D1-045,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.blend,(이동 없음),file,ROLLBACK_CRITICAL,registry production_scene_rollback_source (pre-portable 원본),HIGH,1,358917479,no,0,0,0,derived,assets/scenes/production/blender_scene/synth_data_scene_portable_candidate_20260729.blend1,,,BLOCKED_ROLLBACK,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-046,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.blend1,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene.blend1,file,COLD_ARCHIVE,Blender 자동 백업 (.blend1). 참조 0 확인 필요,MED,1,245862236,no,491724472,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene.blend1,data/pallet/assets/scenes/production/blender_scene/synth_data_scene.blend1,SAFE_MOVE_CANDIDATE,
D1-047,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene12.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene12.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,257666344,no,515332688,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene12.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene12.blend,SAFE_MOVE_CANDIDATE,
D1-048,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene12.blend1,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene12.blend1,file,COLD_ARCHIVE,Blender 자동 백업 (.blend1). 참조 0 확인 필요,MED,1,265089900,no,530179800,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/blender_backups/synth_data_scene12.blend1,data/pallet/assets/scenes/production/blender_scene/synth_data_scene12.blend1,SAFE_MOVE_CANDIDATE,
