usable_id,frame_id,azimuth_deg,elevation_deg,camera_distance_m,camera_distance_record_m,elev_actual_record_deg,projected_size_actual,projected_size_target,diagnostic_mode,pallet_type,background_asset,scene_preset,cargo_on
28,f0028,277.839052187018,1.0875326047286658,9.935765699985398,9.935765699958884,1.0875325966742426,0.10926196091370584,0.08516933622611314,context-rich,Pallet_3,parking_lot,outdoor-day,False
29,f0029,304.0247878353364,6.126268537526962,2.632721922523289,2.632721922784189,6.126268590427462,0.43603992842012823,0.2637072063811568,controlled-occlusion,Pallet_0,industrial,random-mix,True
30,f0030,223.12057257099144,58.22087939363524,2.8559590819764176,2.855959215549908,58.22087502380924,0.4539845622061156,0.2857646734505575,clean-static,Pallet_3,industrial,random-mix,False
31,f0031,246.13961531928345,50.900057547541145,2.6338962687975007,2.63389627069472,50.90005758108083,0.6060444943012728,0.42165102204310356,cargo-only,Pallet_0,industrial,outdoor-day,True
32,f0032,167.4248160452141,30.28697999151689,1.3382989383041228,1.33829893759958,30.286979939871884,1.2791818757917537,0.7781533456541558,context-rich,Pallet_3,parking_lot,outdoor-day,True
33,f0033,99.92591853486108,9.991633798753348,8.344828631881622,8.344828649167157,9.991633791641762,0.09286288200671429,0.06978688529835862,controlled-occlusion,Pallet_0,parking_lot,indoor,False
34,f0034,353.18784855757855,16.21764754922213,0.9737076739879874,0.9737076739879874,16.217647549222132,2.3915337748058043,0.9506862386323685,context-rich,Pallet_1,parking_lot,outdoor-night,True
35,f0035,89.38782331966028,8.900121468113484,6.449130466951397,6.449130466951397,8.900121468113484,0.1616285629876507,0.17477139277548429,controlled-occlusion,Pallet_2,parking_lot,outdoor-day,False
36,f0036,130.34241212789928,43.702156020380635,0.6541537819979312,0.6541539386665948,43.702142765100376,1.0018079392025947,0.5562499006837734,clean-static,Pallet_3,industrial,outdoor-night,False
37,f0037,293.4890291224112,73.74194700024091,7.570412400724654,7.570412380583731,73.74194759218186,0.12413924321188005,0.08636457766654662,cargo-only,Pallet_0,industrial,random-mix,True
38,f0038,233.47393772389697,53.43060194236563,3.201764539197676,3.2017645380757083,53.43060192747125,0.4834870590142136,0.32525872477436746,context-rich,Pallet_1,industrial,indoor,True
39,f0039,312.74178050644736,6.4911068539299555,7.67599400117835,7.675993753255724,6.49110705398941,0.19890754771869545,0.13566996042020468,controlled-occlusion,Pallet_2,industrial,outdoor-night,False
40,f0040,4.531251591586645,8.502450702460749,1.1351530396713383,1.135153040497524,8.502450981406708,1.0543666822979494,0.4979908700105642,clean-static,Pallet_1,parking_lot,random-mix,False
41,f0041,242.81390638170643,7.1290412319519465,1.5550455541204016,1.5550457591737266,7.129040390758239,0.7205585246466165,0.6571788085479058,cargo-only,Pallet_3,industrial,outdoor-day,True
42,f0042,115.5133562854956,33.07229673446977,6.756399512600099,6.7563995147429905,33.07229678389722,0.16529680296066607,0.14791181663164926,context-rich,Pallet_2,parking_lot,outdoor-day,True
43,f0043,339.0685505141741,14.19317646165083,9.868471024209354,9.868470999547368,14.193176481131955,0.14009101177802502,0.09342665253766985,controlled-occlusion,Pallet_0,parking_lot,indoor,True
44,f0044,195.80265129707385,5.137763338042485,8.274382687455164,8.274382915482402,5.137763160462016,0.19430985778193044,0.1258585370673449,context-rich,Pallet_1,industrial,outdoor-night,False
45,f0045,23.677002098702197,57.261861007492236,3.1574628874436406,3.1574628862685663,57.26186099378301,0.22848320107587014,0.1722440089844085,controlled-occlusion,Pallet_3,parking_lot,outdoor-day,True
46,f0046,9.87173226041807,4.420819814250379,2.7015038769761714,2.7015038977700545,4.420819747961744,0.5875607373144983,0.4114345339710265,clean-static,Pallet_0,parking_lot,random-mix,False
47,f0047,294.1271030209035,22.809141361498295,2.3257329216118334,2.3257323401584555,22.80914734207243,0.45580977202385464,0.39802097244177015,cargo-only,Pallet_3,industrial,outdoor-night,True
48,f0048,202.4420831674687,38.022525562482336,9.850447942486415,9.850447941625912,38.0225255560812,0.12344485709286322,0.08076539081459566,context-rich,Pallet_1,parking_lot,outdoor-day,False
49,f0049,51.11396683476687,12.43863705830862,1.525896122478728,1.5258961066003618,12.438637136100594,0.6854911734069368,0.49126500898186404,controlled-occlusion,Pallet_2,parking_lot,outdoor-night,False
50,f0050,92.577742684552,5.709929692796031,3.3823911025119964,3.3823911023266775,5.709929661400434,0.4686287972773119,0.3078892314252604,clean-static,Pallet_1,parking_lot,outdoor-day,False
51,f0051,310.1774385618811,11.709026696669673,9.70695154127451,9.706951542503036,11.709026731657792,0.10652604616465591,0.06708222159797132,cargo-only,Pallet_1,parking_lot,outdoor-night,True
52,f0052,185.71948010987404,50.99928079022861,1.2214784425559497,1.2214784432726136,50.999280930933274,1.2898214817972888,0.8649690268223418,context-rich,Pallet_0,parking_lot,random-mix,False
53,f0053,158.17101380625814,61.2745675753527,1.6824298517443201,1.6824298505192592,61.27456755248764,0.8392017272666195,0.618986787351603,controlled-occlusion,Pallet_1,industrial,outdoor-night,True
54,f0054,281.75438051904246,45.80741132211849,2.2114331160916625,2.2114330197596925,45.807413820095405,0.78116410646381,0.5291938589645054,context-rich,Pallet_2,industrial,outdoor-day,False
55,f0055,127.4370406923026,26.927893679938673,2.172445647718369,2.1724456487727863,26.92789373468725,0.38423055138633705,0.3089079621686394,controlled-occlusion,Pallet_3,parking_lot,outdoor-day,False
56,f0056,252.63026568775916,3.0690362540024534,3.5915122002595963,3.591512200184803,3.0690362317481843,0.3380384299731453,0.28996192656063924,clean-static,Pallet_3,parking_lot,outdoor-day,False
57,f0057,92.0880125566288,31.679214455548706,9.962489746343419,9.96248973785434,31.679214473089377,0.07416021636577544,0.07982661381971796,cargo-only,Pallet_2,parking_lot,indoor,True
58,f0058,331.7611119807732,29.472876784159762,1.8353961422213398,1.8353966052352555,29.472868548745225,0.8218646171336159,0.5517175374543674,context-rich,Pallet_0,industrial,outdoor-day,False
59,f0059,305.90781140631617,18.00873918314178,8.650485741420287,8.650485741060375,18.00873917580886,0.08058801937090637,0.052752362691549336,controlled-occlusion,Pallet_3,parking_lot,outdoor-night,False
60,f0060,175.3674889772698,23.315664322674362,1.401172741653932,1.4011727474118,23.315664138259734,1.1855991568426305,0.5555170085795416,clean-static,Pallet_0,parking_lot,indoor,False
61,f0061,142.56925809091695,13.874720758776675,8.762162587560297,8.762162305859068,13.87472120436474,0.12481955409876608,0.08158722678359973,cargo-only,Pallet_1,industrial,outdoor-night,True
62,f0062,176.0035973331968,9.114319571174025,3.2158261644496697,3.215826154643629,9.114319649619356,0.43745047729757947,0.37009882528924226,context-rich,Pallet_0,parking_lot,random-mix,False
63,f0063,251.18632924805598,59.89789821672026,3.474409569502807,3.474409719157199,59.897893975006156,0.22332725940242196,0.18067209146096697,controlled-occlusion,Pallet_2,industrial,random-mix,True
64,f0064,57.154421586167416,2.231570330891238,3.1453353861156743,3.145334985757322,2.2315705896165685,0.5179925436275481,0.32481940116811614,context-rich,Pallet_0,industrial,outdoor-night,False
65,f0065,239.31314368231543,13.844018375210421,7.591868048070383,7.591868037855537,13.844018441262008,0.13648000055971596,0.09144888465662859,controlled-occlusion,Pallet_2,parking_lot,indoor,False
66,f0066,339.07871442399414,5.1483848195847814,1.7298903871945575,1.7298902503941165,5.148385305248831,0.7519094009784776,0.543239163697037,clean-static,Pallet_3,industrial,indoor,False
67,f0067,61.06657071616573,3.191789282978765,1.9382655563775912,1.9382656083967889,3.1917891627625368,0.6428008371549706,0.47190382724049595,cargo-only,Pallet_3,industrial,outdoor-day,True
68,f0068,356.06924212704837,31.210901598188844,2.659111067953436,2.6591110710903476,31.21090170974684,0.190862594904101,0.14271238872499029,context-rich,Pallet_1,parking_lot,outdoor-night,False
69,f0069,119.83955570216449,32.90202893103598,2.7592568373777913,2.7592568254771934,32.902029240631364,0.3881822222240282,0.3328336561255044,controlled-occlusion,Pallet_2,parking_lot,indoor,True
70,f0070,8.42117123637166,9.960844605422928,6.771113239911682,6.771113240578797,9.960844636436628,0.15792131913489627,0.10253378433715976,clean-static,Pallet_2,parking_lot,random-mix,False
71,f0071,267.95518046071265,9.561084710584876,1.783362388736987,1.7833624338008804,9.561084542574868,0.7131976825301081,0.4696815957711363,cargo-only,Pallet_0,parking_lot,indoor,True
72,f0072,171.59706968269504,30.88128986023259,8.127973075676612,8.1279730750791,30.88128985318962,0.14100535047510887,0.09984319875115885,context-rich,Pallet_1,parking_lot,outdoor-day,True
73,f0073,74.1876277400753,36.81338460233967,2.984908779854746,2.9849087790176583,36.813384580871556,0.40866235349060065,0.3662506115551755,controlled-occlusion,Pallet_3,industrial,random-mix,False
74,f0074,129.19356161046946,6.128887638208255,9.87929440632724,9.879294285730111,6.128887726212406,0.16203992318834945,0.0937000614679882,context-rich,Pallet_0,industrial,indoor,False
75,f0075,50.71434294892815,20.532202239154223,5.460358473833548,5.460358470730409,20.532202152213852,0.22819967277817324,0.1271469388283345,controlled-occlusion,Pallet_1,parking_lot,random-mix,True
76,f0076,310.2251123920348,58.11709973792633,0.5957490829502182,0.5957490862823592,58.117099937266495,1.5906581873949472,0.809357337322943,clean-static,Pallet_0,industrial,outdoor-day,False
77,f0077,105.2656767057371,11.971724232853907,1.808104066800028,1.8081040728728253,11.971724192049463,0.5749867328035518,0.49061715115433246,cargo-only,Pallet_2,parking_lot,indoor,True
78,f0078,354.19723259552586,10.403194803625468,7.073625879094969,7.073625880188091,10.403194851853053,0.12126154278237833,0.09042537692294053,context-rich,Pallet_1,parking_lot,outdoor-day,True
79,f0079,138.21062673007427,45.76519548476898,6.167731638586454,6.167731880598557,45.76519306408839,0.20200417818249838,0.15249948838523805,controlled-occlusion,Pallet_2,industrial,random-mix,False
80,f0080,293.20840891890515,13.636654577694989,1.5989973369795532,1.5989975327841304,13.636652566507228,1.281780048384998,0.6512842417442145,clean-static,Pallet_1,industrial,indoor,False
81,f0081,109.3203439909018,6.155329396871056,6.024241867427853,6.024241864721379,6.155329395192586,0.21490442027474624,0.1572899945830112,cargo-only,Pallet_2,parking_lot,indoor,True
82,f0082,128.02652102320053,30.292998901316434,2.0540160953778472,2.0540160819453583,30.292999195425143,0.6564536440860907,0.3397004508937429,context-rich,Pallet_0,parking_lot,outdoor-day,True
83,f0083,290.2794691490486,10.964563160600587,8.73479405674623,8.734794048580317,10.964563170978039,0.10604113597146488,0.07948302624379033,controlled-occlusion,Pallet_2,parking_lot,random-mix,True
84,f0084,193.91897269372583,23.497660570383424,9.681274140913034,9.681274140448872,23.49766056406504,0.10900542732244199,0.09206660479640404,context-rich,Pallet_1,parking_lot,indoor,False
85,f0085,323.0188927200674,11.23290271883036,1.968947467001738,1.9689474997895868,11.232902601870833,0.6914161446368569,0.5667240086958616,controlled-occlusion,Pallet_0,parking_lot,outdoor-night,True
86,f0086,160.8083097689726,6.501694487779127,3.0037881482107744,3.003788751208775,6.501693145670857,0.5737662821880652,0.3962242031895457,clean-static,Pallet_3,industrial,outdoor-day,False
87,f0087,259.3210235190389,48.83085851871275,6.8426265769546255,6.842626732551301,48.830857051952215,0.10438737702221293,0.0998134769534481,cargo-only,Pallet_3,industrial,outdoor-day,True
88,f0088,82.43530115816843,25.903548328856633,1.1142535531596696,1.1142534478776513,25.903551091109694,2.435333685677678,0.8307720797526371,context-rich,Pallet_0,industrial,outdoor-night,True
89,f0089,189.09300782861033,20.83151589042088,2.7325451210118286,2.732544682146661,20.831519467499945,0.31560518865291765,0.25407371441566745,controlled-occlusion,Pallet_0,industrial,indoor,True
90,f0090,128.06793923261446,38.34363659751067,5.682736285799173,5.68273575470369,38.34364070733935,0.23712566316610037,0.15405294127398791,clean-static,Pallet_2,industrial,outdoor-night,False
91,f0091,281.09879791757743,7.578033153909302,1.8308408711693223,1.830840871015798,7.578033117795562,0.8645993474579724,0.6284856866963988,cargo-only,Pallet_3,parking_lot,random-mix,True
92,f0092,218.29850015889176,33.15857989446957,4.112690238798811,4.112690246372646,33.15857986621509,0.26549164534407443,0.17996499128649446,context-rich,Pallet_0,parking_lot,outdoor-night,False
93,f0093,310.90318365814335,14.178440568549394,7.531627004035899,7.531626827214302,14.17844084079048,0.10544718485747889,0.06899726420870154,controlled-occlusion,Pallet_1,industrial,outdoor-day,True
94,f0094,109.16418496432489,79.33403560609324,1.1121623591466454,1.1121623577737973,79.33403559277299,0.42800275539792837,0.33297403904648415,context-rich,Pallet_2,industrial,outdoor-day,True
95,f0095,28.534029910892066,18.656190843867712,9.66955990265921,9.669559956164187,18.656190728089957,0.16303330351508905,0.09546617184632082,controlled-occlusion,Pallet_3,industrial,random-mix,False
96,f0096,77.38578919261302,58.54440085002864,3.0059651695695777,3.005965168377888,58.54440083613341,0.34763497613399347,0.34644510236644854,clean-static,Pallet_1,industrial,indoor,False
97,f0097,43.88670520080653,0.966594746491902,2.2718260733794438,2.271826238669328,0.9665947260785703,0.7581272320775522,0.4583985975347619,cargo-only,Pallet_0,industrial,indoor,True
98,f0098,235.34800419699337,4.417050487052875,1.2056099705959735,1.2056099704883838,4.417050420859372,1.2176543899517434,0.7678192024000117,context-rich,Pallet_3,parking_lot,outdoor-day,True
99,f0099,148.67588822247998,9.432312152932788,1.800870006772637,1.800870007688401,9.432312328312713,0.7499168942105268,0.447303472004333,controlled-occlusion,Pallet_2,industrial,outdoor-day,False
100,f0100,279.91480438899544,4.229581025664924,3.8651365694661863,3.8651365281031143,4.229580985737754,0.30357249353819205,0.23579939717724518,clean-static,Pallet_1,industrial,outdoor-night,False
101,f0101,241.04325240500617,4.918413270001875,5.485625241249647,5.485625448931466,4.918413063428084,0.28854437359842977,0.18599335212351964,cargo-only,Pallet_0,industrial,random-mix,True
102,f0102,180.5711520301219,22.62204741693865,2.886602774265351,2.886602775160935,22.622047459597265,0.3812123759185651,0.320685095362448,context-rich,Pallet_3,parking_lot,outdoor-day,True
103,f0103,92.47583446386172,64.00176790513203,6.077433132612581,6.077433131147692,64.00176789839675,0.14598303046893912,0.1495503158418613,controlled-occlusion,Pallet_3,parking_lot,outdoor-night,False
104,f0104,38.53255245861116,11.45432606303635,6.934371705581432,6.9343717053040095,11.454326051723555,0.15578447611825444,0.08953432607173409,context-rich,Pallet_1,industrial,outdoor-day,False
105,f0105,263.9535155959286,1.4137717642435752,9.999920633762407,9.999920515401751,1.4137718156759924,0.13694044745274922,0.09595952497248776,controlled-occlusion,Pallet_1,industrial,indoor,True
106,f0106,296.4716235044403,25.794194336662752,0.7741220861535363,0.7741222777532426,25.79418737778734,88.12938488076313,0.6895747295178191,clean-static,Pallet_0,industrial,outdoor-night,False
107,f0107,186.60724884909664,57.36504893127316,1.96479664743217,1.964796646255737,57.36504890930396,0.696686147483973,0.530030437075985,cargo-only,Pallet_3,industrial,indoor,True
108,f0108,87.58060235001894,2.5288322555691423,6.770715920204054,6.770715936153375,2.528832233830658,0.21910324567309356,0.1708357760929777,context-rich,Pallet_2,parking_lot,random-mix,False
109,f0109,3.4517023462678877,24.92802161137353,9.775327402393367,9.77532741141199,24.9280216349612,0.11839731830167055,0.08994151283427511,controlled-occlusion,Pallet_2,parking_lot,outdoor-day,True
110,f0110,337.32934947875816,28.20675921748713,1.3328078769236333,1.3328078762633422,28.206759164564126,0.8161119763416324,0.4418392573458406,clean-static,Pallet_3,parking_lot,outdoor-day,False
111,f0111,110.74950807439615,32.795638981652246,9.215115861219955,9.215115861219955,32.795638981652246,0.1166928737779271,0.09739577883678215,cargo-only,Pallet_3,parking_lot,indoor,True
112,f0112,30.477599809248538,5.882751072197751,3.058383682465483,3.058383686802293,5.882751037516873,0.3406398111480889,0.227004828568198,context-rich,Pallet_2,parking_lot,random-mix,False
113,f0113,158.49375306655944,37.96104459986835,2.580633190892283,2.5806335087916095,37.96103921124194,0.42785682386611723,0.32635827064990075,controlled-occlusion,Pallet_2,industrial,outdoor-night,True
114,f0114,295.1532174630745,71.2749272572907,6.0007647053783115,6.000764702759297,71.27492728258873,0.08172535215415148,0.06312470339115549,context-rich,Pallet_0,parking_lot,indoor,False
115,f0115,126.0138797137387,8.020022795736512,2.3378885423855813,2.3378885423855813,8.020022795736512,0.3751085697950237,0.22051385847463537,controlled-occlusion,Pallet_3,parking_lot,outdoor-night,False
116,f0116,153.49995850929903,19.8163325420529,6.132381156924633,6.132381156451046,19.816332529773565,0.12115145084157912,0.0870964971406464,clean-static,Pallet_1,industrial,indoor,False
117,f0117,208.06952075988116,4.073180010679022,2.26283832877441,2.2628385530429576,4.0731797717948455,0.8056293794470507,0.5259646735924088,cargo-only,Pallet_2,industrial,outdoor-day,True
118,f0118,16.530312729423738,26.349007824651345,7.052888677513561,7.052888249743747,26.349009566954138,0.16490831804104608,0.11327910912039432,context-rich,Pallet_0,industrial,random-mix,True
119,f0119,300.72535746100954,19.923260945130018,2.441402763570059,2.441402752573299,19.923260945678678,0.6325007279068612,0.4208852758169321,controlled-occlusion,Pallet_2,parking_lot,outdoor-day,True
120,f0120,129.8846740357577,31.140474282708407,2.1786944293942625,2.178694392187457,31.140474823826747,0.9244374002175934,0.626380982112544,clean-static,Pallet_0,parking_lot,outdoor-night,False
121,f0121,64.83253748038503,2.2157817625981613,9.461745629955992,9.461745620624148,2.2157818014697113,0.13261525681183445,0.08338386796839646,cargo-only,Pallet_2,parking_lot,random-mix,True
122,f0122,102.75008090739409,20.562193477739417,2.561033838765624,2.5610338373910495,20.56219339576043,0.5094568458064048,0.39504470704269107,context-rich,Pallet_1,industrial,outdoor-day,True
123,f0123,171.1299748419572,26.696613734327755,1.4022896387885975,1.4022896421358917,26.696614006297118,1.1146049039761687,0.8116301956588551,controlled-occlusion,Pallet_2,industrial,outdoor-night,False
124,f0124,216.7849790118097,15.654497460405562,9.328279078328794,9.328279063671795,15.654497499742646,0.12687009162429688,0.09923486205950614,context-rich,Pallet_0,parking_lot,outdoor-day,True
125,f0125,265.0369945331863,0.6907933247098995,5.468054968989898,5.4680547313814145,0.6907932668947732,0.12521804891232907,0.11601451190743554,controlled-occlusion,Pallet_1,industrial,outdoor-night,False
126,f0126,283.90102515828136,4.041559151073604,3.202893929163238,3.202894159687354,4.041558774168022,0.150554902814958,0.12657205025688,clean-static,Pallet_3,industrial,outdoor-night,False
127,f0127,0.7387535789522381,58.60343843928454,2.5415156096814457,2.541515616651525,58.603438091144966,0.5033653614252414,0.44067461228301,cargo-only,Pallet_0,parking_lot,outdoor-day,True
128,f0128,200.11568656355715,13.088324861409834,5.882183586612241,5.882183600013712,13.088324859001418,0.12103890061878655,0.08018208767977797,context-rich,Pallet_0,parking_lot,indoor,False
129,f0129,213.58589390913355,9.316924270647606,7.9533625673059545,7.953362567042095,9.316924259061363,0.0922660811424052,0.07411032436675938,controlled-occlusion,Pallet_1,industrial,outdoor-day,False
130,f0130,78.70159818825907,33.82875321229855,2.1078845433094635,2.1078845057380597,33.8287539690858,0.38672953691303463,0.30510921146964576,clean-static,Pallet_0,industrial,outdoor-day,False
131,f0131,131.39069978465164,34.84015907455474,5.504928414413013,5.504928417871366,34.84015912626716,0.2860414785425079,0.19742858345496656,cargo-only,Pallet_1,industrial,outdoor-night,True
132,f0132,109.7507755118578,39.186677535644655,9.568086990201564,9.568087462064858,39.1866752214266,0.10035236908188894,0.07739148061707411,context-rich,Pallet_3,industrial,indoor,False
133,f0133,50.628884510153895,5.181149880655974,1.1475404954902861,1.147540571021417,5.181149661263818,1.249184103590882,0.9075074730948424,controlled-occlusion,Pallet_0,industrial,outdoor-night,False
134,f0134,29.79632807380995,10.454413632828455,7.825714932940982,7.825714932645247,10.454413621093895,0.12590619729144023,0.06969155099406055,context-rich,Pallet_1,parking_lot,outdoor-day,True
135,f0135,157.33910459150553,6.112548747019105,2.0435469188157716,2.0435469195099545,6.112548928763082,0.8328864796160886,0.45983490336594235,controlled-occlusion,Pallet_2,industrial,outdoor-day,True
136,f0136,306.33792953947443,5.226686870799961,7.070162709126733,7.070162517912908,5.226687016339489,0.13330577822401513,0.09819688591905083,clean-static,Pallet_0,industrial,outdoor-night,False
137,f0137,230.15455160929758,77.93985611182134,2.0213694676688636,2.021369475522229,77.93985615938153,0.4813165559656463,0.3882433466822397,cargo-only,Pallet_1,industrial,indoor,True
138,f0138,240.75757092850208,6.079670415709979,1.9010410713330466,1.9010410711850902,6.07967037384287,0.9010789184799443,0.562561273205312,context-rich,Pallet_3,industrial,random-mix,True
139,f0139,59.05252301481975,13.830889650268476,2.661203655703454,2.6612036544789386,13.830889543183378,0.607639825228773,0.44723141034709013,controlled-occlusion,Pallet_1,industrial,outdoor-day,False
140,f0140,112.06786701799139,32.37840767105256,9.311604907664144,9.311604910149281,32.37840767492743,0.11621054444205728,0.0815464575476441,clean-static,Pallet_2,parking_lot,indoor,False
141,f0141,174.08998498536505,33.50568703762863,5.087087435320343,5.0870878709771175,33.50568377032207,0.2663468320020002,0.22190720644569115,cargo-only,Pallet_3,industrial,outdoor-night,True
142,f0142,315.13386570276407,6.616302106977582,0.9890315652398203,0.9890318996002629,6.616299968847978,0.7981756084682846,0.5329680317923997,context-rich,Pallet_3,industrial,outdoor-night,False
143,f0143,64.54411620913437,44.54963924510567,8.384484814361373,8.384484816321418,44.54963925871196,0.17695105188100105,0.12856892110485538,controlled-occlusion,Pallet_0,industrial,outdoor-day,False
144,f0144,127.94051446581466,7.6835327446814725,1.330069985716731,1.3300699389448247,7.68353295578085,0.6201586103850796,0.37429569049334954,context-rich,Pallet_1,industrial,outdoor-day,True
145,f0145,235.8124251909495,51.93553876987038,6.5371795251046345,6.537179362374582,51.93554063569775,0.13251597194492543,0.09140707404586718,controlled-occlusion,Pallet_0,industrial,outdoor-night,False
146,f0146,189.79793084391534,19.33326786423565,3.5881987005132427,3.5881986999736726,19.333267839678598,0.28989092285469814,0.16973460044256355,clean-static,Pallet_1,parking_lot,outdoor-day,False
147,f0147,166.54397169632566,8.887997481306797,9.87887097205881,9.878870974313104,8.887997522999479,0.05779697434419185,0.04065642774797909,cargo-only,Pallet_2,parking_lot,indoor,True
148,f0148,25.79235229933113,12.449153247337328,7.896242550733249,7.896242348987732,12.449153599921443,0.2589256718314727,0.14989037328544733,context-rich,Pallet_0,industrial,indoor,False
149,f0149,322.4307105128304,6.904308083167723,1.9524554797911298,1.952455479623196,6.90430804246982,0.8182873922161323,0.47411605315093797,controlled-occlusion,Pallet_3,parking_lot,indoor,False
150,f0150,43.2711975216835,71.20817680205289,2.597224718688023,2.59722470611729,71.2081774655659,0.3581975233109032,0.26731143525666634,clean-static,Pallet_0,parking_lot,random-mix,False
