idx,frame_id,rendered,physical_valid,gate_valid,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress,bbox_vis_min_side_px,mask_m0_area,visible_kp_count,pnp_exact_success,physical_unknown,gate_unknown_fields
39,f0039,True,True,True,True,True,True,False,False,69.336924,7742,9,True,ground_continuity_pass,
41,f0041,True,False,True,False,False,False,True,True,2.621808,10,9,True,ground_continuity_pass,
42,f0042,True,True,True,True,True,True,False,False,96.298198,28517,7,True,ground_continuity_pass,
43,f0043,True,True,True,True,True,True,False,False,167.08878,11826,9,True,ground_continuity_pass,
44,f0044,True,True,True,True,True,True,False,False,207.1257,57436,7,True,ground_continuity_pass,
45,f0045,True,True,False,True,True,True,False,True,321.56914,306577,4,True,ground_continuity_pass,
46,f0046,True,True,True,True,True,True,False,False,292.22619,97023,6,True,ground_continuity_pass,
47,f0047,True,True,True,True,True,True,False,False,106.50962,45258,5,True,ground_continuity_pass,
48,f0048,True,False,False,False,False,False,True,True,0.3640195,0,9,True,ground_continuity_pass,
50,f0050,True,True,True,True,True,True,False,False,196.55426,47439,7,True,ground_continuity_pass,
51,f0051,True,True,True,True,True,True,False,True,33.09898,5054,7,True,ground_continuity_pass,
53,f0053,True,True,False,True,True,True,False,False,76.561381,38911,5,True,ground_continuity_pass,
54,f0054,True,False,True,False,False,False,True,True,9.0079837,212,9,True,ground_continuity_pass,
56,f0056,True,True,True,True,True,True,False,False,167.63412,52398,7,True,ground_continuity_pass,
57,f0057,True,True,True,True,True,False,False,True,24.359308,2886,9,True,ground_continuity_pass,
58,f0058,True,True,True,True,True,True,False,False,144.4611,28989,6,True,ground_continuity_pass,
59,f0059,True,True,True,True,True,True,False,False,114.19613,118500,5,True,ground_continuity_pass,
60,f0060,True,False,True,False,False,False,True,True,12.151733,268,9,True,ground_continuity_pass,
61,f0061,True,True,True,True,True,True,False,False,306.45454,51521,9,True,ground_continuity_pass,
62,f0062,True,True,True,True,True,True,False,True,154.07335,31092,5,True,ground_continuity_pass,
63,f0063,True,True,True,True,True,True,False,False,277.07803,37562,9,True,ground_continuity_pass,
64,f0064,True,True,True,True,True,True,False,False,155.02175,91933,5,True,ground_continuity_pass,
65,f0065,True,False,True,False,False,False,True,True,10.997809,187,9,True,ground_continuity_pass,
66,f0066,True,True,True,True,True,True,False,False,37.020438,7841,7,True,ground_continuity_pass,
67,f0067,True,True,False,False,False,False,False,True,95.312983,186541,3,False,ground_continuity_pass,
68,f0068,True,True,True,True,True,True,False,False,254.00946,67583,8,True,ground_continuity_pass,
70,f0070,True,True,True,False,False,False,True,True,15.605112,1587,5,True,ground_continuity_pass,
71,f0071,True,True,True,True,True,True,False,False,304.72813,319174,5,True,ground_continuity_pass,
72,f0072,True,True,False,True,True,True,False,False,45.456925,7061,7,True,ground_continuity_pass,
73,f0073,True,False,True,False,False,False,True,True,8.5443246,365,4,True,ground_continuity_pass,
74,f0074,True,True,True,True,True,True,False,False,310.06778,210910,7,True,ground_continuity_pass,
75,f0075,True,True,True,True,True,False,False,True,26.650814,2089,5,True,ground_continuity_pass,
77,f0077,True,True,True,True,True,True,False,False,61.894629,204491,5,True,ground_continuity_pass,
78,f0078,True,True,True,True,True,True,False,False,267.02477,79572,6,True,ground_continuity_pass,
79,f0079,True,False,True,True,False,False,False,True,22.019989,1841,6,True,ground_continuity_pass,
80,f0080,True,False,True,False,False,False,True,True,10.883392,558,6,True,ground_continuity_pass,
81,f0081,True,True,True,True,True,True,False,False,317.24909,107781,5,True,ground_continuity_pass,
82,f0082,True,True,True,True,True,True,False,False,168.40324,36007,6,True,ground_continuity_pass,
83,f0083,True,True,True,True,True,True,False,False,249.33563,154975,7,True,ground_continuity_pass,
85,f0085,True,True,True,True,True,True,False,False,74.5582,10609,7,True,ground_continuity_pass,
86,f0086,True,False,True,True,False,False,False,True,19.284066,386,9,True,ground_continuity_pass,
87,f0087,True,True,True,True,True,True,False,False,59.108186,12806,7,True,ground_continuity_pass,
88,f0088,True,True,True,True,True,True,False,False,194.96236,60607,7,True,ground_continuity_pass,
89,f0089,True,True,True,True,True,True,False,False,100.7068,236871,5,True,ground_continuity_pass,
90,f0090,True,False,True,True,False,False,False,True,19.772862,510,9,True,ground_continuity_pass,
91,f0091,True,True,True,True,True,True,False,False,64.808314,5400,9,True,ground_continuity_pass,
92,f0092,True,True,True,True,True,True,False,False,198.6741,166400,5,True,ground_continuity_pass,
93,f0093,True,True,True,True,True,True,False,False,231.59687,84281,7,True,ground_continuity_pass,
94,f0094,True,True,True,True,True,True,False,False,114.89852,39883,8,True,ground_continuity_pass,
95,f0095,True,True,True,True,True,True,False,False,65.780663,6398,9,True,ground_continuity_pass,
96,f0096,True,True,True,True,True,True,False,False,229.86735,94835,5,True,ground_continuity_pass,
97,f0097,True,True,True,True,True,True,False,True,144.25329,33845,7,True,ground_continuity_pass,
98,f0098,True,True,True,True,True,True,False,True,57.735471,7717,7,True,ground_continuity_pass,
99,f0099,True,True,True,True,True,True,False,False,140.87091,136349,7,True,ground_continuity_pass,
100,f0100,True,False,True,True,True,False,False,True,25.352208,2007,5,True,ground_continuity_pass,
101,f0101,True,True,True,True,True,True,False,False,129.32343,51758,6,True,ground_continuity_pass,
102,f0102,True,True,True,True,True,True,False,False,283.05136,57860,9,True,ground_continuity_pass,
104,f0104,True,True,True,True,True,True,False,False,240.86389,266436,5,True,ground_continuity_pass,
106,f0106,True,False,True,False,False,False,True,True,6.9317822,269,7,True,ground_continuity_pass,
108,f0108,True,True,True,True,True,False,False,True,24.260548,2151,9,True,ground_continuity_pass,
110,f0110,True,True,True,True,True,True,False,False,417.01403,83180,7,True,ground_continuity_pass,
111,f0111,True,True,True,True,True,True,False,False,380.70177,188925,6,True,ground_continuity_pass,
112,f0112,True,True,True,True,True,True,False,False,71.346895,49400,6,True,ground_continuity_pass,
115,f0115,True,True,True,True,True,True,False,True,38.345218,2791,8,True,ground_continuity_pass,
116,f0116,True,True,True,True,True,True,False,False,165.7481,35424,5,True,ground_continuity_pass,
117,f0117,True,False,True,True,False,False,False,True,23.491336,459,9,True,ground_continuity_pass,
118,f0118,True,True,True,True,True,True,False,False,59.892095,43547,5,True,ground_continuity_pass,
119,f0119,True,True,True,True,True,True,False,False,228.68732,163734,7,True,ground_continuity_pass,
120,f0120,True,True,True,True,True,True,False,False,134.76465,23281,6,True,ground_continuity_pass,
121,f0121,True,True,False,True,True,True,False,True,68.606565,32343,4,True,ground_continuity_pass,
122,f0122,True,True,True,True,True,True,False,False,254.73283,104005,7,True,ground_continuity_pass,
123,f0123,True,False,True,True,False,False,False,True,21.31518,355,9,True,ground_continuity_pass,
124,f0124,True,True,True,True,True,True,False,False,208.42235,19216,8,True,ground_continuity_pass,
125,f0125,True,False,True,False,False,False,True,True,4.5918464,94,5,True,ground_continuity_pass,
126,f0126,True,True,True,True,True,False,False,True,31.348133,8002,5,True,ground_continuity_pass,
127,f0127,True,True,False,False,False,False,False,True,17.948213,192875,2,False,ground_continuity_pass,
128,f0128,True,True,True,True,True,True,False,False,65.818295,27807,5,True,ground_continuity_pass,
129,f0129,True,True,True,True,True,True,False,False,88.31802,51542,7,True,ground_continuity_pass,
130,f0130,True,True,True,True,True,True,False,False,324.6335,104825,6,True,ground_continuity_pass,
132,f0132,True,True,True,True,True,True,False,True,41.785212,6243,6,True,ground_continuity_pass,
133,f0133,True,True,True,True,True,False,False,False,31.867074,5112,8,True,ground_continuity_pass,
134,f0134,True,True,False,False,False,False,False,True,217.81295,122412,3,False,ground_continuity_pass,
137,f0137,True,True,True,True,True,True,False,True,79.231361,8674,6,True,ground_continuity_pass,
138,f0138,True,True,True,True,True,True,False,False,231.91267,80454,7,True,ground_continuity_pass,
139,f0139,True,True,True,True,True,False,False,True,29.697911,14353,5,True,ground_continuity_pass,
140,f0140,True,False,True,True,False,False,False,True,18.049574,353,9,True,ground_continuity_pass,
141,f0141,True,False,True,True,True,False,False,True,31.112817,1218,5,True,ground_continuity_pass,
142,f0142,True,True,True,True,True,True,False,False,79.283155,29458,5,True,ground_continuity_pass,
143,f0143,True,True,True,True,True,True,False,True,66.371144,150287,4,True,ground_continuity_pass,
145,f0145,True,False,False,False,False,False,True,True,3.0236846,79,3,False,ground_continuity_pass,
146,f0146,True,True,True,True,True,True,False,True,106.41209,8500,8,True,ground_continuity_pass,
147,f0147,True,True,True,True,True,True,False,True,36.043986,20624,5,True,ground_continuity_pass,
148,f0148,True,True,True,True,True,True,False,False,98.325844,27030,7,True,ground_continuity_pass,
149,f0149,True,True,False,False,False,False,False,True,111.73403,181031,3,False,ground_continuity_pass,
150,f0150,True,True,True,True,True,True,False,True,39.402532,4835,5,True,ground_continuity_pass,
151,f0151,True,False,True,False,False,False,True,True,11.020916,593,8,True,ground_continuity_pass,
152,f0152,True,True,True,True,True,True,False,False,319.67561,51646,9,True,ground_continuity_pass,
153,f0153,True,True,False,False,False,False,False,True,63.345018,133421,3,False,ground_continuity_pass,
154,f0154,True,True,False,False,False,False,False,True,135.644,138998,3,False,ground_continuity_pass,
155,f0155,True,True,True,True,True,True,False,False,244.56425,67726,6,True,ground_continuity_pass,
157,f0157,True,False,True,False,False,False,True,True,13.049938,499,7,True,ground_continuity_pass,
158,f0158,True,True,True,True,True,True,False,False,33.472327,14675,6,True,ground_continuity_pass,
159,f0159,True,True,True,True,True,True,False,False,228.46324,72117,7,True,ground_continuity_pass,
160,f0160,True,True,True,True,True,True,False,True,98.581803,7601,7,True,ground_continuity_pass,
161,f0161,True,True,False,True,True,True,False,False,325.96294,277400,4,True,ground_continuity_pass,
163,f0163,True,True,True,True,True,True,False,False,60.655353,13899,6,True,ground_continuity_pass,
164,f0164,True,False,True,True,True,True,False,True,37.594173,712,8,True,ground_continuity_pass,
165,f0165,True,True,True,True,True,True,False,False,108.64097,208604,5,True,ground_continuity_pass,
166,f0166,True,True,True,True,True,False,False,True,30.416614,1590,7,True,ground_continuity_pass,
167,f0167,True,True,True,True,True,True,False,True,68.060471,9926,5,True,ground_continuity_pass,
169,f0169,True,True,True,True,True,True,False,False,174.78764,75771,7,True,ground_continuity_pass,
170,f0170,True,True,False,True,True,True,False,True,114.43156,26241,5,True,ground_continuity_pass,
172,f0172,True,True,False,True,True,True,False,False,96.665345,62971,5,True,ground_continuity_pass,
173,f0173,True,True,False,True,True,True,False,True,69.085677,25459,4,True,ground_continuity_pass,
174,f0174,True,True,True,True,True,True,False,True,48.217691,4274,7,True,ground_continuity_pass,
176,f0176,True,True,True,True,True,True,False,True,106.41914,38213,4,True,ground_continuity_pass,
177,f0177,True,True,False,True,True,True,False,False,44.734631,62383,5,True,ground_continuity_pass,
178,f0178,True,True,True,True,True,True,False,False,201.92096,366207,5,True,ground_continuity_pass,
179,f0179,True,False,True,True,True,False,False,True,26.356516,789,7,True,ground_continuity_pass,
180,f0180,True,False,True,False,False,False,True,True,8.7945265,354,7,True,ground_continuity_pass,
181,f0181,True,True,True,True,True,True,False,True,226.8768,44749,4,True,ground_continuity_pass,
182,f0182,True,True,True,True,False,False,False,True,19.869447,1532,6,True,ground_continuity_pass,
183,f0183,True,True,True,True,True,True,False,False,121.37092,107537,4,True,ground_continuity_pass,
184,f0184,True,True,True,True,True,True,False,False,176.24407,68028,8,True,ground_continuity_pass,
185,f0185,True,True,True,True,True,True,False,False,188.90331,30696,8,True,ground_continuity_pass,
186,f0186,True,False,True,True,True,False,False,True,26.977931,930,5,True,ground_continuity_pass,
187,f0187,True,True,True,True,True,False,False,True,24.380606,1742,6,True,ground_continuity_pass,
188,f0188,True,True,True,True,True,True,False,False,81.528394,27453,5,True,ground_continuity_pass,
189,f0189,True,True,True,True,True,True,False,False,52.528034,50044,5,True,ground_continuity_pass,
190,f0190,True,True,True,True,True,True,False,False,338.39475,101017,7,True,ground_continuity_pass,
191,f0191,True,True,True,True,True,True,False,True,81.296044,16341,5,True,ground_continuity_pass,
192,f0192,True,False,False,False,False,False,True,True,12.882269,1052,4,True,ground_continuity_pass,
193,f0193,True,True,True,True,True,True,False,False,58.239466,14014,5,True,ground_continuity_pass,
194,f0194,True,True,False,True,True,True,False,False,134.97707,71001,4,True,ground_continuity_pass,
195,f0195,True,False,True,False,False,False,True,True,14.369138,110,9,True,ground_continuity_pass,
196,f0196,True,True,True,True,True,True,False,False,102.36905,23534,7,True,ground_continuity_pass,
197,f0197,True,True,True,True,True,True,False,False,120.62177,18814,8,True,ground_continuity_pass,
198,f0198,True,True,True,True,True,True,False,False,238.07286,201332,5,True,ground_continuity_pass,
199,f0199,True,True,True,True,True,True,False,False,161.20905,130372,5,True,ground_continuity_pass,
200,f0200,True,True,True,True,True,True,False,False,144.49732,25632,7,True,ground_continuity_pass,
201,f0201,True,True,True,True,True,True,False,False,132.15365,197633,5,True,ground_continuity_pass,
202,f0202,True,True,True,True,True,True,False,False,53.341117,25060,5,True,ground_continuity_pass,
203,f0203,True,True,True,True,True,True,False,True,36.937567,3350,7,True,ground_continuity_pass,
204,f0204,True,False,True,True,False,False,False,True,18.496997,936,5,True,ground_continuity_pass,
205,f0205,True,True,True,True,True,True,False,True,260.37793,39050,5,True,ground_continuity_pass,
206,f0206,True,True,True,True,True,True,False,True,48.489666,7346,7,True,ground_continuity_pass,
207,f0207,True,True,True,True,True,True,False,True,61.55081,127294,5,True,ground_continuity_pass,
208,f0208,True,False,True,True,True,True,False,True,71.380939,2891,9,True,ground_continuity_pass,
209,f0209,True,True,False,True,True,True,False,False,222.94741,182815,5,True,ground_continuity_pass,
211,f0211,True,True,True,True,True,False,False,True,26.276072,1731,7,True,ground_continuity_pass,
212,f0212,True,True,False,True,True,True,False,False,294.2446,107091,7,True,ground_continuity_pass,
214,f0214,True,True,True,True,True,True,False,False,39.696768,9487,6,True,ground_continuity_pass,
215,f0215,True,True,True,True,True,True,False,False,456.94814,132466,6,True,ground_continuity_pass,
216,f0216,True,True,True,True,True,True,False,True,87.847093,8558,7,True,ground_continuity_pass,
217,f0217,True,True,True,True,True,True,False,False,52.48574,16302,9,True,ground_continuity_pass,
218,f0218,True,False,True,True,False,False,False,True,20.671015,385,9,True,ground_continuity_pass,
219,f0219,True,True,True,True,True,True,False,False,48.032614,56770,5,True,ground_continuity_pass,
221,f0221,True,True,True,False,False,False,True,True,12.365385,1118,5,True,ground_continuity_pass,
222,f0222,True,True,True,True,True,True,False,False,302.29394,101570,7,True,ground_continuity_pass,
223,f0223,True,True,True,True,True,True,False,False,150.05171,66224,7,True,ground_continuity_pass,
224,f0224,True,True,True,True,True,False,False,True,28.726938,7452,5,True,ground_continuity_pass,
225,f0225,True,True,True,True,True,True,False,False,92.376073,132784,5,True,ground_continuity_pass,
226,f0226,True,True,True,True,True,False,False,True,30.953501,1647,9,True,ground_continuity_pass,
227,f0227,True,True,True,True,True,True,False,True,47.662843,5799,6,True,ground_continuity_pass,
228,f0228,True,True,True,True,True,True,False,False,226.57225,52448,7,True,ground_continuity_pass,
229,f0229,True,True,False,False,False,False,True,True,0,167144,1,False,ground_continuity_pass,
230,f0230,True,False,True,False,False,False,True,True,4.1040175,18,5,True,ground_continuity_pass,
231,f0231,True,True,True,True,True,True,False,False,55.696516,19929,7,True,ground_continuity_pass,
232,f0232,True,True,True,True,True,True,False,False,257.86587,148092,5,True,ground_continuity_pass,
234,f0234,True,True,True,True,True,True,False,False,88.721559,31060,6,True,ground_continuity_pass,
235,f0235,True,False,True,True,True,True,False,True,48.40047,1673,9,True,ground_continuity_pass,
236,f0236,True,True,False,False,False,False,False,True,24.57193,4300,3,False,ground_continuity_pass,
237,f0237,True,True,True,True,True,True,False,False,76.924918,54526,5,True,ground_continuity_pass,
238,f0238,True,True,True,True,True,True,False,False,105.62459,124319,7,True,ground_continuity_pass,
239,f0239,True,True,False,True,True,True,False,False,94.177305,33982,5,True,ground_continuity_pass,
240,f0240,True,True,False,False,False,False,True,True,3.7613541,104206,2,False,ground_continuity_pass,
241,f0241,True,True,True,True,True,True,False,True,40.336314,11819,5,True,ground_continuity_pass,
242,f0242,True,True,True,True,True,True,False,False,234.0231,57667,6,True,ground_continuity_pass,
243,f0243,True,True,False,True,True,True,False,False,315.77103,68574,6,True,ground_continuity_pass,
244,f0244,True,False,True,True,True,True,False,True,53.668588,1731,9,True,ground_continuity_pass,
245,f0245,True,True,True,True,True,True,False,False,263.14059,92108,7,True,ground_continuity_pass,
246,f0246,True,False,True,False,False,False,True,True,5.7602467,75,9,True,ground_continuity_pass,
247,f0247,True,True,True,True,True,True,False,False,183.55048,47281,7,True,ground_continuity_pass,
249,f0249,True,True,True,True,True,True,False,False,233.99002,112387,6,True,ground_continuity_pass,
250,f0250,True,False,True,True,True,False,False,True,26.606822,1214,8,True,ground_continuity_pass,
251,f0251,True,True,False,False,False,False,True,True,8.0870303,122614,2,False,ground_continuity_pass,
253,f0253,True,True,True,True,True,True,False,False,104.72766,15573,7,True,ground_continuity_pass,
255,f0255,True,True,False,False,False,False,True,True,10.428061,24547,2,False,ground_continuity_pass,
256,f0256,True,False,True,True,True,True,False,True,51.02706,1084,8,True,ground_continuity_pass,
257,f0257,True,True,True,True,True,True,False,False,181.36219,62969,6,True,ground_continuity_pass,
258,f0258,True,True,True,True,True,True,False,False,158.10029,42179,7,True,ground_continuity_pass,
259,f0259,True,True,True,True,True,True,False,True,46.817817,3307,9,True,ground_continuity_pass,
260,f0260,True,True,True,True,True,False,False,True,31.243931,1773,9,True,ground_continuity_pass,
261,f0261,True,True,False,True,True,True,False,False,266.43446,78473,6,True,ground_continuity_pass,
262,f0262,True,True,True,True,True,True,False,False,230.50847,68859,7,True,ground_continuity_pass,
263,f0263,True,False,True,True,False,False,False,True,17.469005,1159,6,True,ground_continuity_pass,
264,f0264,True,True,True,True,True,True,False,False,32.951265,4983,7,True,ground_continuity_pass,
265,f0265,True,True,True,True,False,False,False,True,20.402214,1941,7,True,ground_continuity_pass,
266,f0266,True,True,True,True,True,True,False,False,60.978825,67241,5,True,ground_continuity_pass,
267,f0267,True,True,True,True,True,True,False,True,155.54151,105534,5,True,ground_continuity_pass,
268,f0268,True,True,True,True,False,False,False,True,20.278079,1590,6,True,ground_continuity_pass,
269,f0269,True,True,True,True,True,True,False,False,192.01185,26336,7,True,ground_continuity_pass,
270,f0270,True,True,True,True,True,True,False,False,150.75898,56199,6,True,ground_continuity_pass,
272,f0272,True,True,True,True,True,True,False,False,183.72601,21470,9,True,ground_continuity_pass,
273,f0273,True,True,True,True,True,True,False,True,50.240596,2615,6,True,ground_continuity_pass,
274,f0274,True,True,False,False,False,False,True,True,14.476398,208045,2,False,ground_continuity_pass,
275,f0275,True,True,True,True,True,True,False,True,33.439388,3791,5,True,ground_continuity_pass,
276,f0276,True,True,False,False,False,False,False,True,119.9589,66522,3,False,ground_continuity_pass,
278,f0278,True,True,True,True,True,False,False,True,24.785599,3810,5,True,ground_continuity_pass,
279,f0279,True,True,False,True,True,True,False,True,111.23508,408992,4,True,ground_continuity_pass,
281,f0281,True,True,True,True,True,True,False,False,131.74768,19389,6,True,ground_continuity_pass,
282,f0282,True,True,True,True,True,True,False,False,399.58604,117472,8,True,ground_continuity_pass,
283,f0283,True,True,False,True,True,False,False,True,25.338481,6305,4,True,ground_continuity_pass,
284,f0284,True,False,True,False,False,False,True,True,1.675498,13,9,True,ground_continuity_pass,
285,f0285,True,True,True,True,True,True,False,True,142.27192,9142,9,True,ground_continuity_pass,
287,f0287,True,True,True,True,True,True,False,False,61.985834,23257,6,True,ground_continuity_pass,
288,f0288,True,True,True,True,True,True,False,False,418.73382,128934,9,True,ground_continuity_pass,
289,f0289,True,True,False,False,False,False,False,True,120.9493,217210,3,False,ground_continuity_pass,
290,f0290,True,False,True,False,False,False,True,True,2.5252938,41,9,True,ground_continuity_pass,
291,f0291,True,True,True,True,True,True,False,False,70.89897,70945,5,True,ground_continuity_pass,
293,f0293,True,True,True,True,True,True,False,False,219.41175,55607,7,True,ground_continuity_pass,
294,f0294,True,True,False,True,True,True,False,False,108.65034,15413,7,True,ground_continuity_pass,
296,f0296,True,True,True,True,False,False,False,True,16.295807,1656,5,True,ground_continuity_pass,
297,f0297,True,False,True,True,True,True,False,True,39.735202,1626,8,True,ground_continuity_pass,
299,f0299,True,True,True,True,True,True,False,False,247.98886,292849,5,True,ground_continuity_pass,
300,f0300,True,False,False,True,False,False,False,True,17.106925,678,5,True,ground_continuity_pass,
301,f0301,True,True,True,True,True,True,False,False,174.5521,46180,6,True,ground_continuity_pass,
302,f0302,True,True,False,True,True,True,False,True,58.024111,218178,4,True,ground_continuity_pass,
303,f0303,True,True,True,True,True,False,False,True,26.187976,2079,8,True,ground_continuity_pass,
304,f0304,True,True,True,True,True,True,False,False,41.588897,26534,7,True,ground_continuity_pass,
305,f0305,True,False,True,False,False,False,True,True,13.900974,353,6,True,ground_continuity_pass,
306,f0306,True,True,True,True,True,True,False,True,97.862878,4699,9,True,ground_continuity_pass,
307,f0307,True,True,True,True,True,True,False,False,259.34176,83393,6,True,ground_continuity_pass,
310,f0310,True,True,True,False,False,False,True,True,10.075156,601,5,True,ground_continuity_pass,
311,f0311,True,True,True,True,True,True,False,True,71.418204,41981,5,True,ground_continuity_pass,
313,f0313,True,True,True,True,True,True,False,True,37.123622,6886,6,True,ground_continuity_pass,
314,f0314,True,True,True,True,True,True,False,False,59.659346,115258,5,True,ground_continuity_pass,
316,f0316,True,False,True,True,True,True,False,True,34.241686,1998,8,True,ground_continuity_pass,
317,f0317,True,True,True,True,True,False,False,False,27.683499,6458,5,True,ground_continuity_pass,
318,f0318,True,True,True,True,True,True,False,False,48.2584,3782,9,True,ground_continuity_pass,
319,f0319,True,True,False,False,False,False,False,True,84.99362,173870,3,False,ground_continuity_pass,
320,f0320,True,True,True,True,True,True,False,False,152.33849,22941,9,True,ground_continuity_pass,
321,f0321,True,False,False,False,False,False,True,True,1.274646,0,9,True,ground_continuity_pass,
322,f0322,True,True,True,True,True,True,False,True,63.007568,4993,7,True,ground_continuity_pass,
323,f0323,True,True,True,True,True,True,False,False,59.577336,12640,7,True,ground_continuity_pass,
324,f0324,True,True,True,True,True,True,False,False,187.1699,149158,6,True,ground_continuity_pass,
325,f0325,True,True,True,True,True,True,False,False,347.91908,94812,8,True,ground_continuity_pass,
326,f0326,True,True,True,True,False,False,False,True,21.706474,782,5,True,ground_continuity_pass,
327,f0327,True,True,True,True,True,True,False,True,58.77244,8886,6,True,ground_continuity_pass,
329,f0329,True,True,False,True,True,True,False,True,61.754749,88949,4,True,ground_continuity_pass,
330,f0330,True,True,True,True,True,True,False,True,176.66212,138713,5,True,ground_continuity_pass,
331,f0331,True,True,True,True,True,True,False,False,194.44758,33244,9,True,ground_continuity_pass,
332,f0332,True,True,True,True,True,True,False,True,46.616398,4660,7,True,ground_continuity_pass,
333,f0333,True,False,True,True,False,False,True,True,22.495474,241,9,True,ground_continuity_pass,
334,f0334,True,True,False,True,True,True,False,True,148.15612,175950,4,True,ground_continuity_pass,
335,f0335,True,True,False,True,True,True,False,True,42.857471,46410,4,True,ground_continuity_pass,
336,f0336,True,True,False,True,True,True,False,True,35.667673,11840,5,True,ground_continuity_pass,
337,f0337,True,False,True,True,False,False,False,True,21.14608,446,9,True,ground_continuity_pass,
338,f0338,True,True,False,True,True,True,False,False,37.294905,48577,5,True,ground_continuity_pass,
339,f0339,True,True,True,True,True,True,False,False,75.967303,10164,7,True,ground_continuity_pass,
340,f0340,True,True,False,True,True,True,False,True,277.44831,113208,4,True,ground_continuity_pass,
341,f0341,True,True,False,True,True,True,False,True,71.265945,91368,4,True,ground_continuity_pass,
343,f0343,True,True,True,True,True,True,False,False,101.65612,16734,8,True,ground_continuity_pass,
344,f0344,True,False,True,True,True,True,False,True,35.989889,2340,6,True,ground_continuity_pass,
345,f0345,True,True,True,True,True,True,False,True,38.006545,4901,8,True,ground_continuity_pass,
347,f0347,True,True,False,True,True,True,False,False,165.33472,129551,4,True,ground_continuity_pass,
348,f0348,True,True,True,True,True,True,False,True,203.69778,50947,5,True,ground_continuity_pass,
349,f0349,True,True,True,True,True,True,False,False,183.89278,71599,6,True,ground_continuity_pass,
350,f0350,True,False,True,False,False,False,True,True,7.9310861,381,5,True,ground_continuity_pass,
