referenced_path,reference_file,line_number,reference_type,active_or_doc,path_exists_today,can_auto_update,risk,proposed_replacement,raw_line
data/pallet/$(basename,scripts/data_prep/blender/run_addon_v1.sh,59,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"LOG=""${ROOT}/data/pallet/$(basename ""$OUT"")_gen.log"""
data/pallet/_efront_12kp_check/efront_measurements.json,scripts/data_prep/blender/efront_kp12.py,29,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Source of the ratios: P0/P1 from data/pallet/_efront_12kp_check/efront_measurements.json
data/pallet/_floor_applied14,scripts/data_prep/blender/_make_floor_sheet14.py,7,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"D = ""data/pallet/_floor_applied14"""
data/pallet/_floor_applied14/{NN,scripts/data_prep/blender/_render_floor_applied14.py,19,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_floor_applied14/{NN}_{name}.png
data/pallet/_floor_compare,scripts/data_prep/blender/_make_floor_sheet.py,7,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"D = ""data/pallet/_floor_compare"""
data/pallet/_floor_compare/{NN,scripts/data_prep/blender/_render_floor_compare.py,17,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_floor_compare/{NN}_{name}.png
data/pallet/_floor_emit,scripts/data_prep/blender/_floor_emit_patch.py,4,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"'--out_dir','data/pallet/_floor_emit','--flat_out','--overlay_every','0']"
data/pallet/_floor_fix_test,scripts/data_prep/blender/_render_floor_fix_test.py,11,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Out: data/pallet/_floor_fix_test/<texture>.png + _sheet.png
data/pallet/_floor_smoke10,scripts/data_prep/blender/_make_smoke10_sheet.py,5,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"D = r""E:/CODING/GitHub/FoundationPose/data/pallet/_floor_smoke10"""
data/pallet/_floor_smoke10,scripts/data_prep/blender/_verify_smoke10.py,5,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"D = r""E:/CODING/GitHub/FoundationPose/data/pallet/_floor_smoke10"""
data/pallet/_floor_test10b/000002.json,scripts/data_prep/blender/_diag_screenray.py,14,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"d=json.load(open(""data/pallet/_floor_test10b/000002.json""))"
data/pallet/_floor_uv_test,scripts/data_prep/blender/_render_floor_uv_compare.py,13,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Out: data/pallet/_floor_uv_test/<tex>_mpt<val>.png + _sheet.png
data/pallet/_floor_uv_test/_sheet.png,scripts/data_prep/blender/_make_floor_uv_sheet.py,5,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"Run in pallet-pose env (needs cv2). Out: data/pallet/_floor_uv_test/_sheet.png"""""""
data/pallet/_mat_test10b/closeup/{pallet,scripts/data_prep/blender/_render_wood_closeup.py,10,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_mat_test10b/closeup/{pallet}_{variant}.png
data/pallet/_mat_test10b/train,scripts/data_prep/blender/_verify_mat10b.py,13,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ROOT = ""data/pallet/_mat_test10b/train"""
data/pallet/_mat_test10c/closeup/scene_1_plastic_{i,scripts/data_prep/blender/_render_plastic_closeup.py,13,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_mat_test10c/closeup/scene_1_plastic_{i}.png
data/pallet/_mat_test10d,scripts/data_prep/blender/_regen_mixed10.py,10,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""--out_dir"", ""data/pallet/_mat_test10d"","
data/pallet/_mat_test10d_scene3,scripts/data_prep/blender/_regen_scene3.py,15,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""--out_dir"", ""data/pallet/_mat_test10d_scene3"","
data/pallet/_material_compare/{pallet,scripts/data_prep/blender/_render_material_compare.py,11,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_material_compare/{pallet}_{palette}.png  +  contact sheets.
data/pallet/_preview10/{images,scripts/data_prep/blender/gen_preview10.py,8,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"data/pallet/_preview10/{images,json,overlay}/"
data/pallet/_procedural_textures,config/synthetic/isaac_sim.yaml,9,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""procedural_texture_dir"": ""data/pallet/_procedural_textures"""
data/pallet/_test_topview,scripts/data_prep/blender/gen_topview_test.py,15,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"- N target = 24, outputs to data/pallet/_test_topview/ (does NOT touch _preview10)."
data/pallet/_v2_b3_check,scripts/data_prep/blender/_b3_asset_check.py,36,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out"", default=""data/pallet/_v2_b3_check"")"
data/pallet/_v2_calib_200,scripts/data_prep/blender/_v2_calib_200.py,14,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out data/pallet/_v2_calib_200 --seed 7000 --n 200
data/pallet/_v2_calib_200,scripts/data_prep/blender/_v2_calib_200.py,37,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out"", default=""data/pallet/_v2_calib_200"")"
data/pallet/_v2_calib_200/calib_records.json,scripts/data_prep/blender/_v2_calib_200_analyze.py,9,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--records data/pallet/_v2_calib_200/calib_records.json
data/pallet/_v2_calib_200/calib_records.json,scripts/data_prep/blender/_v2_calib_200_analyze.py,350,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--records"", default=""data/pallet/_v2_calib_200/calib_records.json"")"
data/pallet/_v2_g5_reverify,scripts/data_prep/blender/_g5_reverify.py,11,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Calibration/diagnostic ONLY. No commit. Writes data/pallet/_v2_g5_reverify/.
data/pallet/_v2_g5_reverify,scripts/data_prep/blender/_g5_reverify.py,29,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out"", default=""data/pallet/_v2_g5_reverify"")"
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/run_pilot_2k.sh,13,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT=""E:/CODING/GitHub/FoundationPose/data/pallet/_v2_pilot_2k"""
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_2k.py,23,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out data/pallet/_v2_pilot_2k --seed 7000 --n 2000 --max_render 200
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_2k.py,44,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out"", default=""data/pallet/_v2_pilot_2k"")"
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_audit.py,3,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Reads the pilot render (data/pallet/_v2_pilot_2k: pilot_records.json + labels/ + rgb/ + mask/)
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_audit.py,22,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--dir data/pallet/_v2_pilot_2k [--n_overlay 30]
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_audit.py,170,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--dir"", default=""data/pallet/_v2_pilot_2k"")"
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_overlay_all.py,4,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"(data/pallet/_v2_pilot_2k: labels/ + rgb/, idx 0..1999 continuous) so the whole"
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_overlay_all.py,20,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--dir data/pallet/_v2_pilot_2k
data/pallet/_v2_pilot_2k,scripts/data_prep/blender/_v2_pilot_overlay_all.py,84,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--dir"", default=""data/pallet/_v2_pilot_2k"")"
data/pallet/_v2_pilot_2k/diagnosis/pilot_frames.csv,scripts/data_prep/blender/analyze_v2_scene_logic.py,43,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_BASELINE = ""data/pallet/_v2_pilot_2k/diagnosis/pilot_frames.csv"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/analyze_v2_continuous.py,58,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_DIR = ""data/pallet/_v2_scene_logic_500_seed7500"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/analyze_v2_scene_logic.py,41,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_DIR = ""data/pallet/_v2_scene_logic_500_seed7500"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/audit_pnp_eligibility.py,120,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_DIR = ""data/pallet/_v2_scene_logic_500_seed7500"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/audit_v2_scene_logic.py,63,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_DIR = ""data/pallet/_v2_scene_logic_500_seed7500"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/overlay_v2_detailed.py,39,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--dir data/pallet/_v2_scene_logic_500_seed7500
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/overlay_v2_detailed.py,86,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_DIR = ""data/pallet/_v2_scene_logic_500_seed7500"""
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/run_v2_scene_logic.py,15,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out data/pallet/_v2_scene_logic_500_seed7500 \
data/pallet/_v2_scene_logic_500_seed7500,scripts/data_prep/blender/run_v2_scene_logic.py,485,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"default=""data/pallet/_v2_scene_logic_500_seed7500"","
data/pallet/_v2_smoke50_9d,scripts/data_prep/blender/_verify_archive_style_pixels.py,49,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"NEW_ROOT = REPO / ""data/pallet/_v2_smoke50_9d"""
data/pallet/_v2_smoke50_9d/overlay_archive_style,scripts/data_prep/blender/_make_archive_vs_new_sheet.py,23,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"NEW_OVERLAY = REPO / ""data/pallet/_v2_smoke50_9d/overlay_archive_style"""
data/pallet/_v2_usable50,scripts/data_prep/blender/run_v2_scene_logic.py,27,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out data/pallet/_v2_usable50 --seed 7600 --n 50 \
data/pallet/_wood_skin_compare/catalog_wood_skins.png,scripts/data_prep/blender/_render_wood_skin_compare.py,10,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/_wood_skin_compare/catalog_wood_skins.png  (labelled grid)
data/pallet/_wood_skin_compare/individual/{variant,scripts/data_prep/blender/_render_wood_skin_compare.py,9,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Output: data/pallet/_wood_skin_compare/individual/{variant}.png
data/pallet/_wood_skin_compare/random_applied/{images,scripts/data_prep/blender/_gen_wood_random_samples.py,9,python_string_literal,active,pattern,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"Outputs: data/pallet/_wood_skin_compare/random_applied/{images,overlay,json}/"
data/pallet/archive/textures_floor,scripts/data_prep/blender/v2_realize.py,804,python_path_join(multiline),active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"archive_floor_dir = os.path.join(cfg.PROJECT_ROOT,""data"",""pallet"",""archive"",""textures_floor"")"
data/pallet/archive/textures_wood,scripts/data_prep/blender/v2_realize.py,768,python_path_join(multiline),active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"archive_wood_dir = os.path.join(cfg.PROJECT_ROOT,""data"",""pallet"",""archive"",""textures_wood"")"
data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/blender/_verify_archive_style_pixels.py,48,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ARCHIVE_ROOT = REPO / ""data/pallet/archive/trunc_addon_v1_pilot"""
data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/overlay_archive_trunc_style.py,6,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),`data/pallet/archive/trunc_addon_v1_pilot/overlay/*.png`. That block lived inside a bpy render loop
data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/overlay_v2_detailed.py,9,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),This is the style of `data/pallet/archive/trunc_addon_v1_pilot/overlay` and the one every
data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/_make_archive_vs_new_sheet.py,22,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ARCHIVE_OVERLAY = REPO / ""data/pallet/archive/trunc_addon_v1_pilot/overlay"""
data/pallet/background/parking_lot/scene.gltf,config/synthetic/blender.yaml,69,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""filepath"": ""data/pallet/background/parking_lot/scene.gltf"","
data/pallet/background/parking_lot/scene.gltf,config/synthetic/blender_train_4000.yaml,69,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""filepath"": ""data/pallet/background/parking_lot/scene.gltf"","
data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_addon_v1.sh,8,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),#   blend   = data/pallet/blender_scene/_sandbox_palletobj_production.blend
data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_addon_v1.sh,56,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""${ROOT}/data/pallet/blender_scene/_sandbox_palletobj_production.blend"""
data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_chunks.sh,17,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""E:/CODING/GitHub/FoundationPose/data/pallet/blender_scene/_sandbox_palletobj_production.blend"""
data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_chunks_v2.sh,9,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""E:/CODING/GitHub/FoundationPose/data/pallet/blender_scene/_sandbox_palletobj_production.blend"""
data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_trunc_addon.py,6,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/blender_scene/_sandbox_palletobj_production.blend \
