usable_id,frame_id,luma_frame_final,luma_pallet_final,pallet_type,scene_preset,background_asset,floor_mode,noise_tier,diagnostic_mode,projected_size_actual,dim_w_m,dim_d_m,dim_h_m
23,f0023,97.29000091552734,54.369998931884766,Pallet_3,outdoor-day,industrial,native,clean,controlled-occlusion,0.31077164527970563,0.8482675552369504,1.270676612854004,0.1525402358690826
24,f0024,32.31999969482422,13.270000457763672,Pallet_0,outdoor-night,parking_lot,native,low,context-rich,0.12441852365668543,1.2740039569871442,1.0616699814854675,0.15925050526857376
25,f0025,41.150001525878906,50.36000061035156,Pallet_2,indoor,parking_lot,plane,low,controlled-occlusion,0.46257985759536463,0.9719120264053345,1.1431090235710144,0.17820999305695295
26,f0026,59.880001068115234,54.470001220703125,Pallet_1,indoor,parking_lot,plane,clean,clean-static,0.18943440926603947,0.9589533805847168,0.7970664501190186,0.10962820379063487
27,f0027,84.87000274658203,89.29000091552734,Pallet_3,outdoor-day,industrial,plane,clean,cargo-only,0.11718872545952444,0.8037014007568359,1.2039175033569336,0.14452611142769456
28,f0028,75.6500015258789,41.22999954223633,Pallet_0,outdoor-night,industrial,plane,clean,context-rich,0.13739859486509154,0.9731903076171885,1.1678290367126465,0.145978641230613
29,f0029,86.05000305175781,79.56999969482422,Pallet_2,outdoor-day,industrial,plane,clean,controlled-occlusion,0.6902632487854983,1.2276678085327148,1.043806552886963,0.19139269273728132
30,f0030,66.13999938964844,68.69000244140625,Pallet_3,indoor,industrial,plane,clean,clean-static,0.5498719216670735,1.3819594383239746,0.9225568771362305,0.1658994290046394
31,f0031,65.16000366210938,25.56999969482422,Pallet_0,indoor,industrial,native,clean,cargo-only,0.4369352092258592,1.0298404693603516,0.858200073242188,0.12873001955011887
32,f0032,34.65999984741211,31.469999313354492,Pallet_2,outdoor-day,parking_lot,plane,clean,context-rich,0.5102718771759231,0.9138089716434479,1.074771523475647,0.16755621321499348
33,f0033,26.1299991607666,20.239999771118164,Pallet_2,outdoor-night,parking_lot,plane,clean,controlled-occlusion,0.7165653752310723,1.280198574066162,1.088470458984375,0.1995821949094534
34,f0034,72.05999755859375,34.880001068115234,Pallet_0,random-mix,industrial,plane,medium,context-rich,0.4932273533310882,1.1546906232833862,0.9622421264648447,0.14433635491877794
35,f0035,58.959999084472656,32.06999969482422,Pallet_1,indoor,industrial,plane,clean,controlled-occlusion,0.16289469849544885,1.1447601318359375,1.3772640228271484,0.15744979958981276
36,f0036,48.93000030517578,31.670000076293945,Pallet_2,outdoor-day,industrial,plane,clean,clean-static,0.13006490687221473,1.1127119064331055,0.9460678100585938,0.1734711416065693
37,f0037,106.16999816894531,65.7300033569336,Pallet_1,random-mix,parking_lot,plane,clean,cargo-only,0.5668605689591839,1.2380614280700684,1.0290565490722656,0.14153604535385966
38,f0038,86.62000274658203,25.760000228881836,Pallet_0,outdoor-day,industrial,plane,low,context-rich,0.10733667400528261,1.0234889984130868,1.2281866073608398,0.15352334408089519
39,f0039,19.25,37.630001068115234,Pallet_0,outdoor-day,parking_lot,native,clean,controlled-occlusion,0.1551800610984489,1.0598809948442083,0.8832341391389508,0.13248512893915176
40,f0040,48.38999938964844,33.599998474121094,Pallet_1,indoor,industrial,plane,clean,clean-static,0.5588588974489298,1.032693862915039,1.2424373626708984,0.14203630620613694
41,f0041,48.869998931884766,20.260000228881836,Pallet_3,outdoor-day,industrial,plane,clean,cargo-only,0.11071968988706639,0.9049863815307617,1.3556394577029722,0.1627398608252406
42,f0042,56.41999816894531,47.189998626708984,Pallet_1,outdoor-night,parking_lot,plane,clean,context-rich,0.5221627304037633,1.2414700984954834,1.0318896770477295,0.1419257097877562
43,f0043,37.349998474121094,30.540000915527344,Pallet_2,random-mix,industrial,plane,medium,controlled-occlusion,0.33357687630023564,1.2016682624816895,1.0217008590698242,0.18733935337513685
44,f0044,68.41000366210938,44.43000030517578,Pallet_2,outdoor-day,industrial,plane,clean,context-rich,0.10885012984823046,1.0217499732971191,0.8687281608581543,0.1592901973053813
45,f0045,70.83999633789062,36.790000915527344,Pallet_1,indoor,industrial,plane,low,controlled-occlusion,0.9215908208823216,0.886967658996582,1.0671138763427734,0.12199322367087007
46,f0046,35.56999969482422,25.209999084472656,Pallet_2,outdoor-day,industrial,native,clean,clean-static,0.47436534601362673,0.9701876640319824,1.1410808563232422,0.17789379972964525
47,f0047,50.0,60.119998931884766,Pallet_0,outdoor-day,industrial,plane,medium,cargo-only,0.12027749574104404,1.2670507431030273,1.0558753013610858,0.15838132938370109
48,f0048,14.1899995803833,17.209999084472656,Pallet_3,random-mix,parking_lot,plane,low,context-rich,0.2535811992831627,0.8296181559562683,1.2427401542663588,0.14918661396950483
49,f0049,48.939998626708984,34.779998779296875,Pallet_3,outdoor-day,parking_lot,native,low,controlled-occlusion,0.2938322445069571,0.7554392218589783,1.131622433662416,0.1358473263680935
50,f0050,67.75,55.40999984741211,Pallet_1,indoor,parking_lot,plane,clean,clean-static,0.15252027810057314,1.2306466102600098,1.0228933095932007,0.14068836253136396
51,f0051,47.84000015258789,35.4900016784668,Pallet_3,indoor,parking_lot,plane,low,cargo-only,0.18251949042726637,1.3699796199798597,0.9145597219467163,0.16446127323433757
52,f0052,58.060001373291016,48.0099983215332,Pallet_1,outdoor-day,parking_lot,plane,medium,context-rich,0.26788288539548083,0.9704369902610779,1.1675361394882202,0.1334735183045268
53,f0053,33.34000015258789,19.809999465942383,Pallet_0,indoor,parking_lot,plane,clean,controlled-occlusion,0.13023405077958322,1.2693121145566693,1.0577600133692633,0.1586640221066773
54,f0054,21.489999771118164,27.329999923706055,Pallet_3,outdoor-day,industrial,native,clean,context-rich,0.20890239181080256,1.3383684158325195,0.8934574127197266,0.16066650273248229
55,f0055,81.69999694824219,56.06999969482422,Pallet_0,outdoor-day,parking_lot,plane,clean,controlled-occlusion,0.10637237479120279,1.1692718104404787,0.9743931206321587,0.14615898998454227
56,f0056,49.38999938964844,31.780000686645508,Pallet_1,random-mix,industrial,plane,clean,clean-static,0.22447349171729916,1.0951347351074219,0.9102573394775391,0.12519650487229228
57,f0057,92.41999816894531,60.849998474121094,Pallet_3,outdoor-night,industrial,plane,medium,cargo-only,0.7903443582055361,0.9548091888427734,1.4302721023560365,0.1716992286965251
58,f0058,52.22999954223633,25.440000534057617,Pallet_3,indoor,parking_lot,plane,clean,context-rich,0.09815523442654044,0.9303522109985352,1.393636226654054,0.16730118123814464
59,f0059,90.98999786376953,73.91000366210938,Pallet_0,outdoor-night,parking_lot,plane,clean,controlled-occlusion,0.420504370008566,1.2329403970888972,1.0274503951659437,0.1541175567544998
60,f0060,92.12000274658203,54.54999923706055,Pallet_2,outdoor-night,industrial,native,low,clean-static,0.25865173865522256,1.3623175621032715,1.1582918167114258,0.212384513579309
61,f0061,80.16999816894531,53.86000061035156,Pallet_1,indoor,industrial,plane,medium,cargo-only,0.09260364222787187,0.9730510711669922,1.1706819534301758,0.133833188097924
62,f0062,71.94000244140625,36.77000045776367,Pallet_3,random-mix,parking_lot,plane,clean,context-rich,0.1572869543749506,1.1812226772308365,0.7885509133338928,0.1418016729876399
63,f0063,51.650001525878906,37.58000183105469,Pallet_3,outdoor-day,parking_lot,plane,clean,controlled-occlusion,0.18176134853172307,1.2004165649414078,0.8013641238212585,0.14410582510754466
64,f0064,29.59000015258789,31.690000534057617,Pallet_2,random-mix,industrial,plane,clean,context-rich,0.1454524757260022,1.216588020324707,1.0343866348266602,0.18966543953865767
65,f0065,42.959999084472656,24.989999771118164,Pallet_1,indoor,industrial,plane,low,controlled-occlusion,0.1329017972048133,1.005208969116211,1.2093713283538818,0.13825615076348186
66,f0066,70.4000015258789,53.5099983215332,Pallet_1,indoor,industrial,native,clean,clean-static,0.5601880093978735,1.0646300315856934,0.8849039077758789,0.12170923158760161
67,f0067,55.220001220703125,20.770000457763672,Pallet_2,random-mix,parking_lot,plane,low,cargo-only,0.3051420640220997,0.9956231713294983,0.8465142548084259,0.15521705523133278
68,f0068,60.400001525878906,46.88999938964844,Pallet_1,outdoor-day,parking_lot,plane,clean,context-rich,0.09950380871173768,1.2985284328460693,1.0793156623840332,0.14844864886254072
69,f0069,65.37999725341797,37.81999969482422,Pallet_2,indoor,industrial,plane,clean,controlled-occlusion,0.9554070807370074,1.0802955627441406,1.2705836296081543,0.1980832712724805
70,f0070,28.530000686645508,25.25,Pallet_3,outdoor-night,parking_lot,native,medium,clean-static,0.752260187627935,0.9392394423484802,1.4069490432739271,0.1688993163406849
71,f0071,95.93000030517578,74.47000122070312,Pallet_0,indoor,parking_lot,plane,clean,cargo-only,0.0871990620218933,0.9420694748114348,1.130483495671798,0.14131043525412693
72,f0072,21.389999389648438,34.77000045776367,Pallet_2,random-mix,parking_lot,plane,clean,context-rich,0.14011636205396263,1.1083687543869019,1.3036019206047058,0.20323075726628304
73,f0073,41.22999954223633,38.130001068115234,Pallet_1,outdoor-night,parking_lot,plane,clean,controlled-occlusion,0.8769511667311459,1.0866196155548096,0.9031804800033569,0.1242230860516429
74,f0074,42.22999954223633,27.479999542236328,Pallet_3,outdoor-day,industrial,native,low,context-rich,0.14287393452259067,0.748448371887207,1.121150016784668,0.13459023212021748
75,f0075,48.650001525878906,50.900001525878906,Pallet_1,indoor,industrial,plane,clean,controlled-occlusion,0.25786720642618655,1.4217209815979004,1.181711196899414,0.16253209440037608
76,f0076,41.529998779296875,64.37999725341797,Pallet_3,outdoor-night,parking_lot,plane,low,clean-static,0.6679696259719926,1.114605069160463,0.7440788149833679,0.13380444329231977
77,f0077,54.56999969482422,60.119998931884766,Pallet_3,indoor,parking_lot,plane,clean,cargo-only,0.12386491363510649,0.9524595141410828,1.426752328872682,0.1712766312994063
78,f0078,39.66999816894531,50.779998779296875,Pallet_0,outdoor-day,parking_lot,native,high,context-rich,0.27641009786910364,0.9078459489828682,1.0894152006312667,0.136176910251379
79,f0079,23.350000381469727,32.45000076293945,Pallet_1,random-mix,parking_lot,native,low,controlled-occlusion,0.2659213807789898,1.042001485824585,1.2536356449127197,0.14331647008657455
80,f0080,48.939998626708984,35.310001373291016,Pallet_2,outdoor-night,industrial,plane,low,clean-static,0.11550874108282437,1.1060056686401367,1.30082368850708,0.20279759354889393
81,f0081,23.780000686645508,16.270000457763672,Pallet_3,outdoor-day,parking_lot,plane,medium,cargo-only,0.14289215943858968,0.8333218097686768,1.2482880353927626,0.14985262090340257
82,f0082,26.979999542236328,20.719999313354492,Pallet_0,outdoor-day,industrial,native,clean,context-rich,0.9850551476899823,1.0586757659912118,1.2704105377197266,0.1588013308598164
83,f0083,82.52999877929688,58.599998474121094,Pallet_2,outdoor-day,industrial,plane,low,controlled-occlusion,0.5523800989283805,0.8110513687133789,0.9539129734039307,0.148714454844594
84,f0084,80.33999633789062,112.38999938964844,Pallet_1,outdoor-night,parking_lot,plane,medium,context-rich,0.1982579585924576,0.8311205506324768,0.9999240636825562,0.11431199591606855
85,f0085,50.11000061035156,26.969999313354492,Pallet_2,indoor,industrial,plane,clean,controlled-occlusion,0.06933854500681787,1.094313621520996,1.2870714664459229,0.20065366104245186
86,f0086,57.9900016784668,38.68000030517578,Pallet_3,random-mix,parking_lot,plane,clean,clean-static,0.9623813517862745,0.9286208152770996,1.3910427093505873,0.1669898359104991
87,f0087,59.900001525878906,42.9900016784668,Pallet_1,outdoor-day,industrial,plane,low,cargo-only,0.22559333374226037,1.1403369903564453,0.9478292465209961,0.1303640860132873
88,f0088,65.11000061035156,36.959999084472656,Pallet_3,random-mix,industrial,plane,clean,context-rich,0.14327152161969342,0.7348566055297852,1.1007909774780273,0.13214610796421766
89,f0089,47.22999954223633,25.850000381469727,Pallet_3,outdoor-night,parking_lot,plane,clean,controlled-occlusion,0.09409354338129709,1.1554989814758316,0.7713784575462341,0.13871361641213298
90,f0090,58.11000061035156,42.08000183105469,Pallet_2,indoor,parking_lot,plane,clean,clean-static,0.14795701861905894,1.0160038471221924,1.1949673891067505,0.1862947093322873
91,f0091,124.79000091552734,53.68000030517578,Pallet_1,random-mix,parking_lot,plane,low,cargo-only,0.30834362474219723,1.0740671157836914,1.2922139167785645,0.14772677700966597
92,f0092,70.3499984741211,32.81999969482422,Pallet_0,outdoor-day,parking_lot,plane,clean,context-rich,0.5124744158320489,1.1648949110058322,0.9707457239128426,0.14561187941581025
93,f0093,41.720001220703125,42.56999969482422,Pallet_3,outdoor-night,industrial,plane,low,controlled-occlusion,1.187932430778282,0.9642152786254883,1.444361686706543,0.17339058499783278
94,f0094,23.940000534057617,20.799999237060547,Pallet_0,random-mix,parking_lot,plane,high,context-rich,0.28808598129561586,1.2225276781646244,1.0187730845500502,0.15281597059220076
95,f0095,36.119998931884766,40.5099983215332,Pallet_2,random-mix,industrial,plane,low,controlled-occlusion,0.14138624574810416,1.024259090423584,0.8708615303039551,0.15968141239136457
96,f0096,32.630001068115234,44.40999984741211,Pallet_1,outdoor-day,parking_lot,native,clean,clean-static,0.8704391698313652,1.0703517198562622,0.8896588683128357,0.12236333638429642
97,f0097,111.76000213623047,31.299999237060547,Pallet_0,random-mix,parking_lot,plane,medium,cargo-only,0.11635090487450184,1.0327256640448477,1.2392708049919747,0.15490886149927974
98,f0098,55.40999984741211,37.54999923706055,Pallet_3,indoor,industrial,native,clean,context-rich,0.1004806734747917,0.8369913101196289,1.253785133362179,0.15051261898551616
99,f0099,30.84000015258789,17.950000762939453,Pallet_0,outdoor-day,parking_lot,plane,clean,controlled-occlusion,0.507440803059757,1.2148295709794183,1.0123580193903783,0.15185370622202754
100,f0100,15.069999694824219,54.65999984741211,Pallet_3,indoor,parking_lot,native,clean,clean-static,0.27873547057513337,1.244058966636659,0.8304986357688904,0.14934493601322174
101,f0101,92.37999725341797,46.150001525878906,Pallet_2,outdoor-night,parking_lot,native,low,cargo-only,0.49160259476322177,0.8031469881534576,0.944616973400116,0.1472652219235897
102,f0102,45.279998779296875,16.219999313354492,Pallet_0,indoor,industrial,plane,clean,context-rich,0.13915556099463575,1.2655830383300781,1.0546522140502947,0.15819789562374353
103,f0103,20.860000610351562,25.700000762939453,Pallet_2,indoor,parking_lot,native,clean,controlled-occlusion,0.09716925815601325,1.155529260635376,0.9824720919132233,0.18014631792902946
104,f0104,35.5,24.079999923706055,Pallet_3,outdoor-night,parking_lot,plane,clean,context-rich,0.15879278608404915,1.05572819709778,0.7047743201255798,0.12673649424687028
105,f0105,12.350000381469727,16.020000457763672,Pallet_1,indoor,parking_lot,native,medium,controlled-occlusion,0.21725908081666523,1.0422929525375366,1.2539862394332886,0.143356554210186
106,f0106,98.25,19.84000015258789,Pallet_0,outdoor-day,parking_lot,plane,clean,clean-static,0.3324242231375019,1.0649716689804352,1.27796601819864,0.1597457560710609
107,f0107,29.219999313354492,31.780000686645508,Pallet_3,outdoor-night,parking_lot,plane,clean,cargo-only,0.2584071187584517,0.9525597095489502,1.4269024133682264,0.17129466170445085
108,f0108,49.91999816894531,44.439998626708984,Pallet_0,outdoor-day,industrial,plane,medium,context-rich,0.35109087303126396,0.9648029452982891,0.8040024116053274,0.12060036603361379
109,f0109,22.68000030517578,30.889999389648438,Pallet_3,random-mix,industrial,native,clean,controlled-occlusion,0.8147648018123052,1.3683443069458008,0.9134678840638452,0.1642649774939855
110,f0110,48.869998931884766,60.52000045776367,Pallet_2,indoor,parking_lot,plane,clean,clean-static,0.12163585869567299,1.1398966312408447,1.3406832218170166,0.20901172142475843
111,f0111,60.529998779296875,44.650001525878906,Pallet_1,outdoor-night,parking_lot,plane,clean,cargo-only,0.10920933335972473,1.1622357368469238,0.9660314321517944,0.13286757841706276
112,f0112,57.720001220703125,28.530000686645508,Pallet_2,indoor,parking_lot,plane,low,context-rich,0.6355108516065519,1.0530669689178467,1.2385590076446533,0.19309060648083687
113,f0113,76.63999938964844,72.98999786376953,Pallet_2,outdoor-night,industrial,native,clean,controlled-occlusion,0.2115796489016035,1.131927251815796,0.962404727935791,0.17646678164601326
114,f0114,79.2300033569336,40.619998931884766,Pallet_1,indoor,industrial,plane,clean,context-rich,0.08028129329136936,1.0298881530761719,1.2390613555908203,0.14165038149803877
115,f0115,34.439998626708984,53.119998931884766,Pallet_3,outdoor-day,industrial,plane,clean,controlled-occlusion,0.44247343876521106,0.701091766357432,1.0502125024795532,0.12607434717938304
116,f0116,33.630001068115234,32.66999816894531,Pallet_2,outdoor-night,industrial,plane,clean,clean-static,0.12212902043086142,1.056635856628418,0.8983888626098633,0.16472880821675062
117,f0117,48.11000061035156,27.610000610351562,Pallet_0,outdoor-day,industrial,plane,low,cargo-only,0.5973210960925535,1.0664901733398455,1.2797889709472656,0.15997363766655326
118,f0118,75.61000061035156,123.91000366210938,Pallet_2,random-mix,parking_lot,native,low,context-rich,0.9966365857409916,0.9215920269489288,1.083925485610962,0.1689833365380764
119,f0119,68.9000015258789,32.91999816894531,Pallet_1,outdoor-night,industrial,plane,clean,controlled-occlusion,0.2613555688024099,1.1924676895141602,0.9911594390869141,0.13632372301071882
120,f0120,80.81999969482422,82.44000244140625,Pallet_3,outdoor-night,parking_lot,plane,clean,clean-static,0.32164317537391723,0.8689848184585571,1.3017100095748915,0.15626573795452714
121,f0121,58.650001525878906,21.59000015258789,Pallet_0,indoor,industrial,plane,medium,cargo-only,0.3240850960763545,0.986445426940919,1.1837353706359863,0.1479668952524662
122,f0122,44.380001068115234,39.650001525878906,Pallet_2,outdoor-day,parking_lot,plane,clean,context-rich,0.6791033161405855,0.9883249700069427,0.8403090536594391,0.15407926123589277
123,f0123,63.88999938964844,49.869998931884766,Pallet_3,random-mix,industrial,plane,clean,controlled-occlusion,0.22341723508962988,1.1329023838043213,0.756293773651123,0.13600099366158247
124,f0124,36.849998474121094,49.95000076293945,Pallet_2,indoor,parking_lot,plane,clean,context-rich,0.5604475702115681,1.114070475101471,0.9472223818302155,0.17368291597813368
125,f0125,36.790000915527344,49.029998779296875,Pallet_0,outdoor-day,parking_lot,native,low,controlled-occlusion,0.2037966946404767,0.9321792400296561,1.1186151925794559,0.13982690125703826
126,f0126,29.5,31.440000534057617,Pallet_1,indoor,industrial,plane,medium,clean-static,0.4602509602622354,1.136392593383789,0.9445505142211914,0.12991316057741642
127,f0127,38.81999969482422,27.030000686645508,Pallet_3,random-mix,industrial,native,medium,cargo-only,0.08645620272369184,0.892403602600225,1.3367910385131836,0.16047706119411487
128,f0128,54.83000183105469,45.720001220703125,Pallet_1,indoor,parking_lot,plane,clean,context-rich,0.7705902835750514,1.0557442903518677,0.8775175213813782,0.12069341074675322
129,f0129,78.2300033569336,23.389999389648438,Pallet_0,random-mix,industrial,plane,clean,controlled-occlusion,0.15059350439866498,1.3228437900543213,1.1023697853088388,0.1653554616495967
130,f0130,66.33999633789062,71.61000061035156,Pallet_2,outdoor-night,industrial,plane,high,clean-static,0.7956075531255096,1.06339693069458,0.9041376113891602,0.16578291729092598
131,f0131,76.91999816894531,47.880001068115234,Pallet_1,outdoor-day,parking_lot,plane,medium,cargo-only,0.17785098497666907,1.2453184127807617,1.035088300704956,0.14236565306782722
132,f0132,54.380001068115234,66.08000183105469,Pallet_2,indoor,parking_lot,plane,medium,context-rich,0.23635141796681397,1.1816080808639526,1.3897419571876526,0.21665993705391884
133,f0133,31.06999969482422,30.520000457763672,Pallet_3,random-mix,parking_lot,plane,clean,controlled-occlusion,0.14637667136320853,0.9353753328323364,1.401160836219789,0.1682044742628932
134,f0134,31.0,31.959999084472656,Pallet_1,outdoor-day,industrial,native,medium,context-rich,0.5910631747701486,1.087850570678711,1.3087968826293945,0.1496225096600483
135,f0135,54.400001525878906,35.25,Pallet_2,outdoor-night,parking_lot,plane,low,controlled-occlusion,0.816184125720515,0.8892751932144165,1.0459161400794983,0.16305770259350538
136,f0136,41.380001068115234,28.75,Pallet_0,outdoor-day,parking_lot,plane,clean,clean-static,0.46740090187919464,1.024279935794768,1.2291360457384155,0.15364200854673996
137,f0137,39.27000045776367,25.329999923706055,Pallet_3,indoor,parking_lot,plane,clean,cargo-only,0.08574361511128524,1.233960866928102,0.8237573504447937,0.14813269954174757
138,f0138,60.290000915527344,63.31999969482422,Pallet_2,indoor,industrial,plane,clean,context-rich,0.6120182878946644,1.1289215087890625,0.9598493576049805,0.17599814012646675
139,f0139,33.599998474121094,35.20000076293945,Pallet_3,outdoor-day,parking_lot,native,clean,controlled-occlusion,0.1900449589630692,0.8154028654098511,1.221446037292482,0.14663032814860344
140,f0140,65.3499984741211,63.16999816894531,Pallet_2,outdoor-day,parking_lot,plane,clean,clean-static,0.09585685049753874,0.9462588727474213,1.1129372119903564,0.17350624781101942
141,f0141,76.18000030517578,56.43000030517578,Pallet_1,random-mix,parking_lot,plane,clean,cargo-only,0.623507677398273,0.9671957492828369,1.163636565208435,0.13302772119641304
142,f0142,13.569999694824219,12.239999771118164,Pallet_0,outdoor-day,parking_lot,native,clean,context-rich,0.543940487074308,1.23456787637042,1.0288065835193285,0.15432099252939224
143,f0143,75.98999786376953,63.36000061035156,Pallet_1,random-mix,industrial,plane,clean,controlled-occlusion,0.08822957086002772,1.2677860260009766,1.053762435913086,0.14493418065831065
144,f0144,38.11000061035156,48.66999816894531,Pallet_3,indoor,parking_lot,native,low,context-rich,0.05933147201408477,0.843597412109375,1.2636799812316895,0.15170036628842354
145,f0145,90.62000274658203,42.34000015258789,Pallet_1,outdoor-day,parking_lot,plane,medium,controlled-occlusion,0.39117401334670776,1.0190175771713257,1.2259836196899414,0.14015528792515397
146,f0146,26.209999084472656,17.229999542236328,Pallet_2,indoor,parking_lot,plane,clean,clean-static,0.9304104500619825,1.0006436705589294,0.8507828712463379,0.15599975269287825
147,f0147,14.1899995803833,16.829999923706055,Pallet_3,outdoor-night,parking_lot,native,medium,cargo-only,0.10377773540793625,0.7686418890953064,1.151399731636049,0.13822151720523834
148,f0148,29.0,33.41999816894531,Pallet_3,outdoor-night,parking_lot,native,clean,context-rich,0.2482909683154268,0.7258390188217163,1.0872824192047135,0.13052445277571678
149,f0149,51.5099983215332,53.290000915527344,Pallet_1,random-mix,industrial,plane,low,controlled-occlusion,0.34079767882292705,0.9989433288574219,0.8303050994873047,0.11419991683214903
150,f0150,47.66999816894531,39.5099983215332,Pallet_2,indoor,parking_lot,plane,clean,clean-static,0.9775596650825591,1.2848240733146667,1.0924031734466553,0.2003033021464944
151,f0151,64.29000091552734,66.02999877929688,Pallet_2,indoor,industrial,plane,clean,cargo-only,0.6133846367850471,1.2091493606567383,1.028061866760254,0.1885056821629405
152,f0152,29.709999084472656,36.29999923706055,Pallet_1,outdoor-day,industrial,native,clean,context-rich,0.5627644511118934,1.1063385009765625,1.3310394287109375,0.15216524459493286
153,f0153,88.8499984741211,49.779998779296875,Pallet_0,indoor,industrial,native,clean,controlled-occlusion,0.7029709541513822,0.8474588394165051,1.0169501304626465,0.12711877515391734
154,f0154,49.68000030517578,48.560001373291016,Pallet_3,random-mix,parking_lot,native,clean,context-rich,0.09583252793513423,1.3491469621658339,0.9006524085998535,0.1619603969156742
155,f0155,45.529998779296875,43.720001220703125,Pallet_1,outdoor-day,parking_lot,plane,clean,controlled-occlusion,0.28863938997918626,1.094545602798462,1.3168517351150513,0.15054338052868843
156,f0156,21.0,36.81999969482422,Pallet_1,outdoor-day,industrial,plane,clean,clean-static,0.0930279141586742,0.8778886795043945,1.0561904907226562,0.12074444768950343
157,f0157,101.08999633789062,72.05000305175781,Pallet_2,indoor,industrial,plane,clean,cargo-only,0.10361966045405223,0.8823976516723633,1.037827730178833,0.1617967076599598
